timestamp,service,phase,ready
1789067002,compose-post-service,Running,True
1789067002,home-timeline-redis,Running,True
1789067002,home-timeline-service,Running,True
1789067002,jaeger,Running,True
1789067002,media-frontend,Running,True
1789067002,media-service,Running,True
1789067002,mongodb-sharded-configsvr,Running,True
1789067002,mongodb-sharded-mongos,Running,True
1789067002,mongodb-sharded-mongos,Running,True
1789067002,mongodb-sharded-mongos,Running,True
1789067002,mongodb-sharded-shardsvr,Running,True
1789067002,mongodb-sharded-shardsvr,Running,True
1789067002,mongodb-sharded-shardsvr,Running,True
1789067002,mongodb-sharded-shardsvr,Running,True
1789067002,mongodb-sharded-shardsvr,Running,True
1789067002,mongodb-sharded-shardsvr,Running,True
1789067002,nginx-thrift,Running,True
1789067002,post-storage-service,Running,True
1789067002,social-graph-redis,Running,True
1789067002,social-graph-service,Running,True
1789067002,social-network-mcrouter,Running,True
1789067002,social-network-mcrouter,Running,True
1789067002,social-network-mcrouter,Running,True
1789067002,memcached,Running,True
1789067002,memcached,Running,True
1789067002,memcached,Running,True
1789067002,memcached,Running,True
1789067002,memcached,Running,True
1789067002,memcached,Running,True
1789067002,text-service,Running,True
1789067002,unique-id-service,Running,True
1789067002,url-shorten-service,Running,True
1789067002,user-mention-service,Running,True
1789067002,user-service,Running,True
1789067002,user-timeline-redis,Running,True
1789067002,user-timeline-service,Running,True
1789067003,compose-post-service,Running,True
1789067003,home-timeline-redis,Running,True
1789067003,home-timeline-service,Running,True
1789067003,jaeger,Running,True
1789067003,media-frontend,Running,True
1789067003,media-service,Running,True
1789067003,mongodb-sharded-configsvr,Running,True
1789067003,mongodb-sharded-mongos,Running,True
1789067003,mongodb-sharded-mongos,Running,True
1789067003,mongodb-sharded-mongos,Running,True
1789067003,mongodb-sharded-shardsvr,Running,True
1789067003,mongodb-sharded-shardsvr,Running,True
1789067003,mongodb-sharded-shardsvr,Running,True
1789067003,mongodb-sharded-shardsvr,Running,True
1789067003,mongodb-sharded-shardsvr,Running,True
1789067003,mongodb-sharded-shardsvr,Running,True
1789067003,nginx-thrift,Running,True
1789067003,post-storage-service,Running,True
1789067003,social-graph-redis,Running,True
1789067003,social-graph-service,Running,True
1789067003,social-network-mcrouter,Running,True
1789067003,social-network-mcrouter,Running,True
1789067003,social-network-mcrouter,Running,True
1789067003,memcached,Running,True
1789067003,memcached,Running,True
1789067003,memcached,Running,True
1789067003,memcached,Running,True
1789067003,memcached,Running,True
1789067003,memcached,Running,True
1789067003,text-service,Running,True
1789067003,unique-id-service,Running,True
1789067003,url-shorten-service,Running,True
1789067003,user-mention-service,Running,True
1789067003,user-service,Running,True
1789067003,user-timeline-redis,Running,True
1789067003,user-timeline-service,Running,True
1789067004,compose-post-service,Running,True
1789067004,home-timeline-redis,Running,True
1789067004,home-timeline-service,Running,True
1789067004,jaeger,Running,True
1789067004,media-frontend,Running,True
1789067004,media-service,Running,True
1789067004,mongodb-sharded-configsvr,Running,True
1789067004,mongodb-sharded-mongos,Running,True
1789067004,mongodb-sharded-mongos,Running,True
1789067004,mongodb-sharded-mongos,Running,True
1789067004,mongodb-sharded-shardsvr,Running,True
1789067004,mongodb-sharded-shardsvr,Running,True
1789067004,mongodb-sharded-shardsvr,Running,True
1789067004,mongodb-sharded-shardsvr,Running,True
1789067004,mongodb-sharded-shardsvr,Running,True
1789067004,mongodb-sharded-shardsvr,Running,True
1789067004,nginx-thrift,Running,True
1789067004,post-storage-service,Running,True
1789067004,social-graph-redis,Running,True
1789067004,social-graph-service,Running,True
1789067004,social-network-mcrouter,Running,True
1789067004,social-network-mcrouter,Running,True
1789067004,social-network-mcrouter,Running,True
1789067004,memcached,Running,True
1789067004,memcached,Running,True
1789067004,memcached,Running,True
1789067004,memcached,Running,True
1789067004,memcached,Running,True
1789067004,memcached,Running,True
1789067004,text-service,Running,True
1789067004,unique-id-service,Running,True
1789067004,url-shorten-service,Running,True
1789067004,user-mention-service,Running,True
1789067004,user-service,Running,True
1789067004,user-timeline-redis,Running,True
1789067004,user-timeline-service,Running,True
1789067005,compose-post-service,Running,True
1789067005,home-timeline-redis,Running,True
1789067005,home-timeline-service,Running,True
1789067005,jaeger,Running,True
1789067005,media-frontend,Running,True
1789067005,media-service,Running,True
1789067005,mongodb-sharded-configsvr,Running,True
1789067005,mongodb-sharded-mongos,Running,True
1789067005,mongodb-sharded-mongos,Running,True
1789067005,mongodb-sharded-mongos,Running,True
1789067005,mongodb-sharded-shardsvr,Running,True
1789067005,mongodb-sharded-shardsvr,Running,True
1789067005,mongodb-sharded-shardsvr,Running,True
1789067005,mongodb-sharded-shardsvr,Running,True
1789067005,mongodb-sharded-shardsvr,Running,True
1789067005,mongodb-sharded-shardsvr,Running,True
1789067005,nginx-thrift,Running,True
1789067005,post-storage-service,Running,True
1789067005,social-graph-redis,Running,True
1789067005,social-graph-service,Running,True
1789067005,social-network-mcrouter,Running,True
1789067005,social-network-mcrouter,Running,True
1789067005,social-network-mcrouter,Running,True
1789067005,memcached,Running,True
1789067005,memcached,Running,True
1789067005,memcached,Running,True
1789067005,memcached,Running,True
1789067005,memcached,Running,True
1789067005,memcached,Running,True
1789067005,text-service,Running,True
1789067005,unique-id-service,Running,True
1789067005,url-shorten-service,Running,True
1789067005,user-mention-service,Running,True
1789067005,user-service,Running,True
1789067005,user-timeline-redis,Running,True
1789067005,user-timeline-service,Running,True
1789067006,compose-post-service,Running,True
1789067006,home-timeline-redis,Running,True
1789067006,home-timeline-service,Running,True
1789067006,jaeger,Running,True
1789067006,media-frontend,Running,True
1789067006,media-service,Running,True
1789067006,mongodb-sharded-configsvr,Running,True
1789067006,mongodb-sharded-mongos,Running,True
1789067006,mongodb-sharded-mongos,Running,True
1789067006,mongodb-sharded-mongos,Running,True
1789067006,mongodb-sharded-shardsvr,Running,True
1789067006,mongodb-sharded-shardsvr,Running,True
1789067006,mongodb-sharded-shardsvr,Running,True
1789067006,mongodb-sharded-shardsvr,Running,True
1789067006,mongodb-sharded-shardsvr,Running,True
1789067006,mongodb-sharded-shardsvr,Running,True
1789067006,nginx-thrift,Running,True
1789067006,post-storage-service,Running,True
1789067006,social-graph-redis,Running,True
1789067006,social-graph-service,Running,True
1789067006,social-network-mcrouter,Running,True
1789067006,social-network-mcrouter,Running,True
1789067006,social-network-mcrouter,Running,True
1789067006,memcached,Running,True
1789067006,memcached,Running,True
1789067006,memcached,Running,True
1789067006,memcached,Running,True
1789067006,memcached,Running,True
1789067006,memcached,Running,True
1789067006,text-service,Running,True
1789067006,unique-id-service,Running,True
1789067006,url-shorten-service,Running,True
1789067006,user-mention-service,Running,True
1789067006,user-service,Running,True
1789067006,user-timeline-redis,Running,True
1789067006,user-timeline-service,Running,True
1789067007,compose-post-service,Running,True
1789067007,home-timeline-redis,Running,True
1789067007,home-timeline-service,Running,True
1789067007,jaeger,Running,True
1789067007,media-frontend,Running,True
1789067007,media-service,Running,True
1789067007,mongodb-sharded-configsvr,Running,True
1789067007,mongodb-sharded-mongos,Running,True
1789067007,mongodb-sharded-mongos,Running,True
1789067007,mongodb-sharded-mongos,Running,True
1789067007,mongodb-sharded-shardsvr,Running,True
1789067007,mongodb-sharded-shardsvr,Running,True
1789067007,mongodb-sharded-shardsvr,Running,True
1789067007,mongodb-sharded-shardsvr,Running,True
1789067007,mongodb-sharded-shardsvr,Running,True
1789067007,mongodb-sharded-shardsvr,Running,True
1789067007,nginx-thrift,Running,True
1789067007,post-storage-service,Running,True
1789067007,social-graph-redis,Running,True
1789067007,social-graph-service,Running,True
1789067007,social-network-mcrouter,Running,True
1789067007,social-network-mcrouter,Running,True
1789067007,social-network-mcrouter,Running,True
1789067007,memcached,Running,True
1789067007,memcached,Running,True
1789067007,memcached,Running,True
1789067007,memcached,Running,True
1789067007,memcached,Running,True
1789067007,memcached,Running,True
1789067007,text-service,Running,True
1789067007,unique-id-service,Running,True
1789067007,url-shorten-service,Running,True
1789067007,user-mention-service,Running,True
1789067007,user-service,Running,True
1789067007,user-timeline-redis,Running,True
1789067007,user-timeline-service,Running,True
1789067008,compose-post-service,Running,True
1789067008,home-timeline-redis,Running,True
1789067008,home-timeline-service,Running,True
1789067008,jaeger,Running,True
1789067008,media-frontend,Running,True
1789067008,media-service,Running,True
1789067008,mongodb-sharded-configsvr,Running,True
1789067008,mongodb-sharded-mongos,Running,True
1789067008,mongodb-sharded-mongos,Running,True
1789067008,mongodb-sharded-mongos,Running,True
1789067008,mongodb-sharded-shardsvr,Running,True
1789067008,mongodb-sharded-shardsvr,Running,True
1789067008,mongodb-sharded-shardsvr,Running,True
1789067008,mongodb-sharded-shardsvr,Running,True
1789067008,mongodb-sharded-shardsvr,Running,True
1789067008,mongodb-sharded-shardsvr,Running,True
1789067008,nginx-thrift,Running,True
1789067008,post-storage-service,Running,True
1789067008,social-graph-redis,Running,True
1789067008,social-graph-service,Running,True
1789067008,social-network-mcrouter,Running,True
1789067008,social-network-mcrouter,Running,True
1789067008,social-network-mcrouter,Running,True
1789067008,memcached,Running,True
1789067008,memcached,Running,True
1789067008,memcached,Running,True
1789067008,memcached,Running,True
1789067008,memcached,Running,True
1789067008,memcached,Running,True
1789067008,text-service,Running,True
1789067008,unique-id-service,Running,True
1789067008,url-shorten-service,Running,True
1789067008,user-mention-service,Running,True
1789067008,user-service,Running,True
1789067008,user-timeline-redis,Running,True
1789067008,user-timeline-service,Running,True
1789067009,compose-post-service,Running,True
