index,timestamp,compose-post-service,home-timeline-redis,home-timeline-service,jaeger,media-frontend,media-service,memcached,mongodb-sharded-configsvr,mongodb-sharded-mongos,mongodb-sharded-shardsvr,nginx-thrift,post-storage-service,social-graph-redis,social-graph-service,social-network-mcrouter,text-service,unique-id-service,url-shorten-service,user-mention-service,user-service,user-timeline-redis,user-timeline-service,total,pending,notready
0,1789067002,1,1,1,1,1,1,6,1,3,6,1,1,1,1,3,1,1,1,1,1,1,1,36,0,0
1,1789067003,1,1,1,1,1,1,6,1,3,6,1,1,1,1,3,1,1,1,1,1,1,1,36,0,0
2,1789067004,1,1,1,1,1,1,6,1,3,6,1,1,1,1,3,1,1,1,1,1,1,1,36,0,0
3,1789067005,1,1,1,1,1,1,6,1,3,6,1,1,1,1,3,1,1,1,1,1,1,1,36,0,0
4,1789067006,1,1,1,1,1,1,6,1,3,6,1,1,1,1,3,1,1,1,1,1,1,1,36,0,0
5,1789067007,1,1,1,1,1,1,6,1,3,6,1,1,1,1,3,1,1,1,1,1,1,1,36,0,0
6,1789067008,1,1,1,1,1,1,6,1,3,6,1,1,1,1,3,1,1,1,1,1,1,1,36,0,0
7,1789067009,1,1,1,1,1,1,6,1,3,6,1,1,1,1,3,1,1,1,1,1,1,1,36,0,0
8,1789067010,1,1,1,1,1,1,6,1,3,6,1,1,1,1,3,1,1,1,1,1,1,1,36,0,0
9,1789067011,1,1,1,1,1,1,6,1,3,6,1,1,1,1,3,1,1,1,1,1,1,1,36,0,0
10,1789067012,1,1,1,1,1,1,6,1,3,6,1,1,1,1,3,1,1,1,1,1,1,1,36,0,0
11,1789067013,1,1,1,1,1,1,6,1,3,6,1,1,1,1,3,1,1,1,1,1,1,1,36,0,0
12,1789067014,1,1,1,1,1,1,6,1,3,6,1,1,1,1,3,1,1,1,1,1,1,1,36,0,0
13,1789067015,1,1,1,1,1,1,6,1,3,6,1,1,1,1,3,1,1,1,1,1,1,1,36,0,0
14,1789067016,1,1,1,1,1,1,6,1,3,6,1,1,1,1,3,1,1,1,1,1,1,1,36,0,0
15,1789067017,1,1,1,1,1,1,6,1,3,6,1,1,1,1,3,1,1,1,1,1,1,1,36,0,0
16,1789067018,1,1,1,1,1,1,6,1,3,6,1,1,1,1,3,1,1,1,1,1,1,1,36,0,0
17,1789067019,1,1,1,1,1,1,6,1,3,6,1,1,1,1,3,1,1,1,1,1,1,1,36,0,0
18,1789067020,1,1,1,1,1,1,6,1,3,6,1,1,1,1,3,1,1,1,1,1,1,1,36,0,0
19,1789067022,1,1,1,1,1,1,6,1,3,6,1,1,1,1,3,1,1,1,1,1,1,1,36,0,0
20,1789067023,1,1,1,1,1,1,6,1,3,6,1,1,1,1,3,1,1,1,1,1,1,1,36,0,0
21,1789067024,1,1,1,1,1,1,6,1,3,6,1,1,1,1,3,1,1,1,1,1,1,1,36,0,0
22,1789067025,1,1,1,1,1,1,6,1,3,6,1,1,1,1,3,1,1,1,1,1,1,1,36,0,0
23,1789067026,1,1,1,1,1,1,6,1,3,6,1,1,1,1,3,1,1,1,1,1,1,1,36,0,0
24,1789067027,1,1,1,1,1,1,6,1,3,6,1,1,1,1,3,1,1,1,1,1,1,1,36,0,0
25,1789067028,1,1,1,1,1,1,6,1,3,6,1,1,1,1,3,1,1,1,1,1,1,1,36,0,0
26,1789067029,1,1,1,1,1,1,6,1,3,6,1,1,1,1,3,1,1,1,1,1,1,1,36,0,0
27,1789067030,1,1,1,1,1,1,6,1,3,6,1,1,1,1,3,1,1,1,1,1,1,1,36,0,0
28,1789067031,1,1,1,1,1,1,6,1,3,6,1,1,1,1,3,1,1,1,1,1,1,1,36,0,0
29,1789067032,1,1,1,1,1,1,6,1,3,6,1,1,1,1,3,1,1,1,1,1,1,1,36,0,0
30,1789067033,1,1,1,1,1,1,6,1,3,6,1,1,1,1,3,1,1,1,1,1,1,1,36,0,0
31,1789067034,1,1,1,1,1,1,6,1,3,6,1,1,1,1,3,1,1,1,1,1,1,1,36,0,0
32,1789067035,1,1,1,1,1,1,6,1,3,6,1,1,1,1,3,1,1,1,1,1,1,1,36,0,0
33,1789067036,1,1,1,1,1,1,6,1,3,6,1,1,1,1,3,1,1,1,1,1,1,1,36,0,0
34,1789067037,1,1,1,1,1,1,6,1,3,6,1,1,1,1,3,1,1,1,1,1,1,1,36,0,0
35,1789067038,1,1,1,1,1,1,6,1,3,6,1,1,1,1,3,1,1,1,1,1,1,1,36,0,0
36,1789067039,1,1,1,1,1,1,6,1,3,6,1,1,1,1,3,1,1,1,1,1,1,1,36,0,0
37,1789067040,1,1,1,1,1,1,6,1,3,6,1,1,1,1,3,1,1,1,1,1,1,1,36,0,0
38,1789067041,1,1,1,1,1,1,6,1,3,6,1,1,1,1,3,1,1,1,1,1,1,1,36,0,0
39,1789067042,1,1,1,1,1,1,6,1,3,6,1,1,1,1,3,1,1,1,1,1,1,1,36,0,0
40,1789067043,1,1,1,1,1,1,6,1,3,6,1,1,1,1,3,1,1,1,1,1,1,1,36,0,0
41,1789067044,1,1,1,1,1,1,6,1,3,6,1,1,1,1,3,1,1,1,1,1,1,1,36,0,0
42,1789067045,1,1,1,1,1,1,6,1,3,6,1,1,1,1,3,1,1,1,1,1,1,1,36,0,0
43,1789067046,1,1,1,1,1,1,6,1,3,6,1,1,1,1,3,1,1,1,1,1,1,1,36,0,0
44,1789067047,1,1,1,1,1,1,6,1,3,6,1,1,1,1,3,1,1,1,1,1,1,1,36,0,0
45,1789067048,1,1,1,1,1,1,6,1,3,6,1,1,1,1,3,1,1,1,1,1,1,1,36,0,0
46,1789067049,1,1,1,1,1,1,6,1,3,6,1,1,1,1,3,1,1,1,1,1,1,1,36,0,0
47,1789067050,1,1,1,1,1,1,6,1,3,6,1,1,1,1,3,1,1,1,1,1,1,1,36,0,0
48,1789067051,1,1,1,1,1,1,6,1,3,6,1,1,1,1,3,1,1,1,1,1,1,1,36,0,0
49,1789067052,1,1,1,1,1,1,6,1,3,6,1,1,1,1,3,1,1,1,1,1,1,1,36,0,0
50,1789067053,1,1,1,1,1,1,6,1,3,6,1,1,1,1,3,1,1,1,1,1,1,1,36,0,0
51,1789067054,1,1,1,1,1,1,6,1,3,6,1,1,1,1,3,1,1,1,1,1,1,1,36,0,0
52,1789067055,1,1,1,1,1,1,6,1,3,6,1,1,1,1,3,1,1,1,1,1,1,1,36,0,0
53,1789067056,1,1,1,1,1,1,6,1,3,6,1,1,1,1,3,1,1,1,1,1,1,1,36,0,0
54,1789067057,1,1,1,1,1,1,6,1,3,6,1,1,1,1,3,1,1,1,1,1,1,1,36,0,0
55,1789067058,1,1,1,1,1,1,6,1,3,6,1,1,1,1,3,1,1,1,1,1,1,1,36,0,0
56,1789067059,1,1,1,1,1,1,6,1,3,6,1,1,1,1,3,1,1,1,1,1,1,1,36,0,0
57,1789067060,1,1,1,1,1,1,6,1,3,6,1,1,1,1,3,1,1,1,1,1,1,1,36,0,0
58,1789067061,1,1,1,1,1,1,6,1,3,6,1,1,1,1,3,1,1,1,1,1,1,1,36,0,0
59,1789067062,1,1,1,1,1,1,6,1,3,6,1,1,1,1,3,1,1,1,1,1,1,1,36,0,0
60,1789067063,1,1,1,1,1,1,6,1,3,6,1,1,1,1,3,1,1,1,1,1,1,1,36,0,0
61,1789067064,1,1,1,1,1,1,6,1,3,6,1,1,1,1,3,1,1,1,1,1,1,1,36,0,0
62,1789067065,1,1,1,1,1,1,6,1,3,6,1,1,1,1,3,1,1,1,1,1,1,1,36,0,0
63,1789067066,1,1,1,1,1,1,6,1,3,6,1,1,1,1,3,1,1,1,1,1,1,1,36,0,0
64,1789067067,1,1,1,1,1,1,6,1,3,6,1,1,1,1,3,1,1,1,1,1,1,1,36,0,0
65,1789067068,1,1,1,1,1,1,6,1,3,6,1,1,1,1,3,1,1,1,1,1,1,1,36,0,0
66,1789067069,1,1,1,1,1,1,6,1,3,6,1,1,1,1,3,1,1,1,1,1,1,1,36,0,0
67,1789067070,1,1,1,1,1,1,6,1,3,6,1,1,1,1,3,1,1,1,1,1,1,1,36,0,0
68,1789067071,1,1,1,1,1,1,6,1,3,6,1,1,1,1,3,1,1,1,1,1,1,1,36,0,0
69,1789067072,1,1,1,1,1,1,6,1,3,6,1,1,1,1,3,1,1,1,1,1,1,1,36,0,0
70,1789067073,1,1,1,1,1,1,6,1,3,6,1,1,1,1,3,1,1,1,1,1,1,1,36,0,0
71,1789067074,1,1,1,1,1,1,6,1,3,6,1,1,1,1,3,1,1,1,1,1,1,1,36,0,0
72,1789067075,1,1,1,1,1,1,6,1,3,6,1,1,1,1,3,1,1,1,1,1,1,1,36,0,0
73,1789067076,1,1,1,1,1,1,6,1,3,6,1,1,1,1,3,1,1,1,1,1,1,1,36,0,0
74,1789067077,1,1,1,1,1,1,6,1,3,6,1,1,1,1,3,1,1,1,1,1,1,1,36,0,0
75,1789067078,1,1,1,1,1,1,6,1,3,6,1,1,1,1,3,1,1,1,1,1,1,1,36,0,0
76,1789067079,1,1,1,1,1,1,6,1,3,6,1,1,1,1,3,1,1,1,1,1,1,1,36,0,0
77,1789067080,1,1,1,1,1,1,6,1,3,6,1,1,1,1,3,1,1,1,1,1,1,1,36,0,0
78,1789067081,1,1,1,1,1,1,6,1,3,6,1,1,1,1,3,1,1,1,1,1,1,1,36,0,0
79,1789067082,1,1,1,1,1,1,6,1,3,6,1,1,1,1,3,1,1,1,1,1,1,1,36,0,0
80,1789067083,1,1,1,1,1,1,6,1,3,6,1,1,1,1,3,1,1,1,1,1,1,1,36,0,0
81,1789067084,1,1,1,1,1,1,6,1,3,6,1,1,1,1,3,1,1,1,1,1,1,1,36,0,0
82,1789067085,1,1,1,1,1,1,6,1,3,6,1,1,1,1,3,1,1,1,1,1,1,1,36,0,0
83,1789067086,1,1,1,1,1,1,6,1,3,6,1,1,1,1,3,1,1,1,1,1,1,1,36,0,0
84,1789067087,1,1,1,1,1,1,6,1,3,6,1,1,1,1,3,1,1,1,1,1,1,1,36,0,0
85,1789067088,1,1,1,1,1,1,6,1,3,6,1,1,1,1,3,1,1,1,1,1,1,1,36,0,0
86,1789067089,1,1,1,1,1,1,6,1,3,6,1,1,1,1,3,1,1,1,1,1,1,1,36,0,0
87,1789067090,1,1,1,1,1,1,6,1,3,6,1,1,1,1,3,1,1,1,1,1,1,1,36,0,0
88,1789067091,1,1,1,1,1,1,6,1,3,6,1,1,1,1,3,1,1,1,1,1,1,1,36,0,0
89,1789067092,1,1,1,1,1,1,6,1,3,6,1,1,1,1,3,1,1,1,1,1,1,1,36,0,0
90,1789067093,1,1,1,1,1,1,6,1,3,6,1,1,1,1,3,1,1,1,1,1,1,1,36,0,0
91,1789067094,1,1,1,1,1,1,6,1,3,6,1,1,1,1,3,1,1,1,1,1,1,1,36,0,0
92,1789067095,1,1,1,1,1,1,6,1,3,6,1,1,1,1,3,1,1,1,1,1,1,1,36,0,0
93,1789067096,1,1,1,1,1,1,6,1,3,6,1,1,1,1,3,1,1,1,1,1,1,1,36,0,0
94,1789067097,1,1,1,1,1,1,6,1,3,6,1,1,1,1,3,1,1,1,1,1,1,1,36,0,0
95,1789067098,1,1,1,1,1,1,6,1,3,6,1,1,1,1,3,1,1,1,1,1,1,1,36,0,0
96,1789067099,1,1,1,1,1,1,6,1,3,6,1,1,1,1,3,1,1,1,1,1,1,1,36,0,0
97,1789067100,1,1,1,1,1,1,6,1,3,6,1,1,1,1,3,1,1,1,1,1,1,1,36,0,0
98,1789067101,1,1,1,1,1,1,6,1,3,6,1,1,1,1,3,1,1,1,1,1,1,1,36,0,0
99,1789067102,1,1,1,1,1,1,6,1,3,6,1,1,1,1,3,1,1,1,1,1,1,1,36,0,0
100,1789067103,1,1,1,1,1,1,6,1,3,6,1,1,1,1,3,1,1,1,1,1,1,1,36,0,0
101,1789067104,1,1,1,1,1,1,6,1,3,6,1,1,1,1,3,1,1,1,1,1,1,1,36,0,0
102,1789067105,1,1,1,1,1,1,6,1,3,6,1,1,1,1,3,1,1,1,1,1,1,1,36,0,0
103,1789067106,1,1,1,1,1,1,6,1,3,6,1,1,1,1,3,1,1,1,1,1,1,1,36,0,0
104,1789067107,1,1,1,1,1,1,6,1,3,6,1,1,1,1,3,1,1,1,1,1,1,1,36,0,0
105,1789067108,1,1,1,1,1,1,6,1,3,6,1,1,1,1,3,1,1,1,1,1,1,1,36,0,0
106,1789067109,1,1,1,1,1,1,6,1,3,6,1,1,1,1,3,1,1,1,1,1,1,1,36,0,0
107,1789067110,1,1,1,1,1,1,6,1,3,6,1,1,1,1,3,1,1,1,1,1,1,1,36,0,0
108,1789067111,1,1,1,1,1,1,6,1,3,6,1,1,1,1,3,1,1,1,1,1,1,1,36,0,0
109,1789067112,1,1,1,1,1,1,6,1,3,6,1,1,1,1,3,1,1,1,1,1,1,1,36,0,0
110,1789067113,1,1,1,1,1,1,6,1,3,6,1,1,1,1,3,1,1,1,1,1,1,1,36,0,0
111,1789067114,1,1,1,1,1,1,6,1,3,6,1,1,1,1,3,1,1,1,1,1,1,1,36,0,0
112,1789067115,1,1,1,1,1,1,6,1,3,6,1,1,1,1,3,1,1,1,1,1,1,1,36,0,0
113,1789067116,1,1,1,1,1,1,6,1,3,6,1,1,1,1,3,1,1,1,1,1,1,1,36,0,0
114,1789067117,1,1,1,1,1,1,6,1,3,6,1,1,1,1,3,1,1,1,1,1,1,1,36,0,0
115,1789067118,1,1,1,1,1,1,6,1,3,6,1,1,1,1,3,1,1,1,1,1,1,1,36,0,0
116,1789067119,1,1,1,1,1,1,6,1,3,6,1,1,1,1,3,1,1,1,1,1,1,1,36,0,0
117,1789067120,1,1,1,1,1,1,6,1,3,6,1,1,1,1,3,1,1,1,1,1,1,1,36,0,0
118,1789067121,1,1,1,1,1,1,6,1,3,6,1,1,1,1,3,1,1,1,1,1,1,1,36,0,0
119,1789067122,1,1,1,1,1,1,6,1,3,6,1,1,1,1,3,1,1,1,1,1,1,1,36,0,0
120,1789067123,1,1,1,1,1,1,6,1,3,6,1,1,1,1,3,1,1,1,1,1,1,1,36,0,0
121,1789067124,1,1,1,1,1,1,6,1,3,6,1,1,1,1,3,1,1,1,1,1,1,1,36,0,0
122,1789067125,1,1,1,1,1,1,6,1,3,6,1,1,1,1,3,1,1,1,1,1,1,1,36,0,0
123,1789067126,1,1,1,1,1,1,6,1,3,6,1,1,1,1,3,1,1,1,1,1,1,1,36,0,0
124,1789067127,1,1,1,1,1,1,6,1,3,6,1,1,1,1,3,1,1,1,1,1,1,1,36,0,0
125,1789067128,1,1,1,1,1,1,6,1,3,6,1,1,1,1,3,1,1,1,1,1,1,1,36,0,0
126,1789067129,1,1,1,1,1,1,6,1,3,6,1,1,1,1,3,1,1,1,1,1,1,1,36,0,0
127,1789067130,1,1,1,1,1,1,6,1,3,6,1,1,1,1,3,1,1,1,1,1,1,1,36,0,0
128,1789067131,1,1,1,1,1,1,6,1,3,6,1,1,1,1,3,1,1,1,1,1,1,1,36,0,0
129,1789067132,1,1,1,1,1,1,6,1,3,6,1,1,1,1,3,1,1,1,1,1,1,1,36,0,0
130,1789067133,1,1,1,1,1,1,6,1,3,6,1,1,1,1,3,1,1,1,1,1,1,1,36,0,0
131,1789067134,1,1,1,1,1,1,6,1,3,6,1,1,1,1,3,1,1,1,1,1,1,1,36,0,0
132,1789067135,1,1,1,1,1,1,6,1,3,6,1,1,1,1,3,1,1,1,1,1,1,1,36,0,0
133,1789067136,1,1,1,1,1,1,6,1,3,6,1,1,1,1,3,1,1,1,1,1,1,1,36,0,0
134,1789067137,1,1,1,1,1,1,6,1,3,6,1,1,1,1,3,1,1,1,1,1,1,1,36,0,0
135,1789067138,1,1,1,1,1,1,6,1,3,6,1,1,1,1,3,1,1,1,1,1,1,1,36,0,0
136,1789067139,1,1,1,1,1,1,6,1,3,6,1,1,1,1,3,1,1,1,1,1,1,1,36,0,0
137,1789067140,1,1,1,1,1,1,6,1,3,6,1,1,1,1,3,1,1,1,1,1,1,1,36,0,0
138,1789067141,1,1,1,1,1,1,6,1,3,6,1,1,1,1,3,1,1,1,1,1,1,1,36,0,0
139,1789067142,1,1,1,1,1,1,6,1,3,6,1,1,1,1,3,1,1,1,1,1,1,1,36,0,0
140,1789067143,1,1,1,1,1,1,6,1,3,6,1,1,1,1,3,1,1,1,1,1,1,1,36,0,0
141,1789067144,1,1,1,1,1,1,6,1,3,6,1,1,1,1,3,1,1,1,1,1,1,1,36,0,0
142,1789067145,1,1,1,1,1,1,6,1,3,6,1,1,1,1,3,1,1,1,1,1,1,1,36,0,0
143,1789067146,1,1,1,1,1,1,6,1,3,6,1,1,1,1,3,1,1,1,1,1,1,1,36,0,0
144,1789067147,1,1,1,1,1,1,6,1,3,6,1,1,1,1,3,1,1,1,1,1,1,1,36,0,0
145,1789067148,1,1,1,1,1,1,6,1,3,6,1,1,1,1,3,1,1,1,1,1,1,1,36,0,0
146,1789067149,1,1,1,1,1,1,6,1,3,6,1,1,1,1,3,1,1,1,1,1,1,1,36,0,0
147,1789067150,1,1,1,1,1,1,6,1,3,6,1,1,1,1,3,1,1,1,1,1,1,1,36,0,0
148,1789067151,1,1,1,1,1,1,6,1,3,6,1,1,1,1,3,1,1,1,1,1,1,1,36,0,0
149,1789067152,1,1,1,1,1,1,6,1,3,6,1,1,1,1,3,1,1,1,1,1,1,1,36,0,0
150,1789067153,1,1,1,1,1,1,6,1,3,6,1,1,1,1,3,1,1,1,1,1,1,1,36,0,0
151,1789067154,1,1,1,1,1,1,6,1,3,6,1,1,1,1,3,1,1,1,1,1,1,1,36,0,0
152,1789067155,1,1,1,1,1,1,6,1,3,6,1,1,1,1,3,1,1,1,1,1,1,1,36,0,0
153,1789067156,1,1,1,1,1,1,6,1,3,6,1,1,1,1,3,1,1,1,1,1,1,1,36,0,0
154,1789067157,1,1,1,1,1,1,6,1,3,6,1,1,1,1,3,1,1,1,1,1,1,1,36,0,0
155,1789067158,1,1,1,1,1,1,6,1,3,6,1,1,1,1,3,1,1,1,1,1,1,1,36,0,0
156,1789067159,1,1,1,1,1,1,6,1,3,6,1,1,1,1,3,1,1,1,1,1,1,1,36,0,0
157,1789067160,1,1,1,1,1,1,6,1,3,6,1,1,1,1,3,1,1,1,1,1,1,1,36,0,0
158,1789067161,1,1,1,1,1,1,6,1,3,6,1,1,1,1,3,1,1,1,1,1,1,1,36,0,0
159,1789067162,1,1,1,1,1,1,6,1,3,6,1,1,1,1,3,1,1,1,1,1,1,1,36,0,0
160,1789067163,1,1,1,1,1,1,6,1,3,6,1,1,1,1,3,1,1,1,1,1,1,1,36,0,0
161,1789067164,1,1,1,1,1,1,6,1,3,6,1,1,1,1,3,1,1,1,1,1,1,1,36,0,0
162,1789067165,1,1,1,1,1,1,6,1,3,6,1,1,1,1,3,1,1,1,1,1,1,1,36,0,0
163,1789067166,1,1,1,1,1,1,6,1,3,6,1,1,1,1,3,1,1,1,1,1,1,1,36,0,0
164,1789067167,1,1,1,1,1,1,6,1,3,6,1,1,1,1,3,1,1,1,1,1,1,1,36,0,0
165,1789067168,1,1,1,1,1,1,6,1,3,6,1,1,1,1,3,1,1,1,1,1,1,1,36,0,0
166,1789067169,1,1,1,1,1,1,6,1,3,6,1,1,1,1,3,1,1,1,1,1,1,1,36,0,0
167,1789067170,1,1,1,1,1,1,6,1,3,6,1,1,1,1,3,1,1,1,1,1,1,1,36,0,0
168,1789067171,1,1,1,1,1,1,6,1,3,6,1,1,1,1,3,1,1,1,1,1,1,1,36,0,0
169,1789067172,1,1,1,1,1,1,6,1,3,6,1,1,1,1,3,1,1,1,1,1,1,1,36,0,0
