index,timestamp,compose-post-service,home-timeline-redis,home-timeline-service,jaeger,media-frontend,media-service,memcached,mongodb-sharded-configsvr,mongodb-sharded-mongos,mongodb-sharded-shardsvr,nginx-thrift,post-storage-service,social-graph-redis,social-graph-service,social-network-mcrouter,text-service,unique-id-service,url-shorten-service,user-mention-service,user-service,user-timeline-redis,user-timeline-service,total,pending,notready
0,1789067966,1,1,1,1,1,1,6,1,3,6,5,1,1,1,3,1,1,1,1,1,1,1,40,0,0
1,1789067967,1,1,1,1,1,1,6,1,3,6,5,1,1,1,3,1,1,1,1,1,1,1,40,0,0
2,1789067968,1,1,1,1,1,1,6,1,3,6,5,1,1,1,3,1,1,1,1,1,1,1,40,0,0
3,1789067969,1,1,1,1,1,1,6,1,3,6,5,1,1,1,3,1,1,1,1,1,1,1,40,0,0
4,1789067970,1,1,1,1,1,1,6,1,3,6,5,1,1,1,3,1,1,1,1,1,1,1,40,0,0
5,1789067971,1,1,1,1,1,1,6,1,3,6,5,1,1,1,3,1,1,1,1,1,1,1,40,0,0
6,1789067972,1,1,1,1,1,1,6,1,3,6,5,1,1,1,3,1,1,1,1,1,1,1,40,0,0
7,1789067973,1,1,1,1,1,1,6,1,3,6,5,1,1,1,3,1,1,1,1,1,1,1,40,0,0
8,1789067974,1,1,1,1,1,1,6,1,3,6,5,1,1,1,3,1,1,1,1,1,1,1,40,0,0
9,1789067975,1,1,1,1,1,1,6,1,3,6,5,1,1,1,3,1,1,1,1,1,1,1,40,0,0
10,1789067976,1,1,1,1,1,1,6,1,3,6,5,1,1,1,3,1,1,1,1,1,1,1,40,0,0
11,1789067977,1,1,1,1,1,1,6,1,3,6,5,1,1,1,3,1,1,1,1,1,1,1,40,0,0
12,1789067978,1,1,1,1,1,1,6,1,3,6,5,1,1,1,3,1,1,1,1,1,1,1,40,0,0
13,1789067979,1,1,1,1,1,1,6,1,3,6,5,1,1,1,3,1,1,1,1,1,1,1,40,0,0
14,1789067980,1,1,1,1,1,1,6,1,3,6,5,1,1,1,3,1,1,1,1,1,1,1,40,0,0
15,1789067981,1,1,1,1,1,1,6,1,3,6,5,1,1,1,3,1,1,1,1,1,1,1,40,0,0
16,1789067982,1,1,1,1,1,1,6,1,3,6,5,1,1,1,3,1,1,1,1,1,1,1,40,0,0
17,1789067983,1,1,1,1,1,1,6,1,3,6,5,1,1,1,3,1,1,1,1,1,1,1,40,0,0
18,1789067984,1,1,1,1,1,1,6,1,3,6,5,1,1,1,3,1,1,1,1,1,1,1,40,0,0
19,1789067985,1,1,1,1,1,1,6,1,3,6,5,1,1,1,3,1,1,1,1,1,1,1,40,0,0
20,1789067986,1,1,1,1,1,1,6,1,3,6,5,1,1,1,3,1,1,1,1,1,1,1,40,0,0
21,1789067987,1,1,1,1,1,1,6,1,3,6,5,1,1,1,3,1,1,1,1,1,1,1,40,0,0
22,1789067988,1,1,1,1,1,1,6,1,3,6,5,1,1,1,3,1,1,1,1,1,1,1,40,0,0
23,1789067989,1,1,1,1,1,1,6,1,3,6,5,1,1,1,3,1,1,1,1,1,1,1,40,0,0
24,1789067990,1,1,1,1,1,1,6,1,3,6,5,1,1,1,3,1,1,1,1,1,1,1,40,0,0
25,1789067991,1,1,1,1,1,1,6,1,3,6,5,1,1,1,3,1,1,1,1,1,1,1,40,0,0
26,1789067992,1,1,1,1,1,1,6,1,3,6,5,1,1,1,3,1,1,1,1,1,1,1,40,0,0
27,1789067993,1,1,1,1,1,1,6,1,3,6,5,1,1,1,3,1,1,1,1,1,1,1,40,0,0
28,1789067994,1,1,1,1,1,1,6,1,3,6,5,1,1,1,3,1,1,1,1,1,1,1,40,0,0
29,1789067995,1,1,1,1,1,1,6,1,3,6,5,1,1,1,3,1,1,1,1,1,1,1,40,0,0
30,1789067996,1,1,1,1,1,1,6,1,3,6,5,1,1,1,3,1,1,1,1,1,1,1,40,0,0
