timestamp,service,phase,ready
1789068688,compose-post-service,Running,True
1789068688,home-timeline-redis,Running,True
1789068688,home-timeline-service,Running,True
1789068688,jaeger,Running,True
1789068688,media-frontend,Running,True
1789068688,media-service,Running,True
1789068688,mongodb-sharded-configsvr,Running,True
1789068688,mongodb-sharded-mongos,Running,True
1789068688,mongodb-sharded-mongos,Running,True
1789068688,mongodb-sharded-mongos,Running,True
1789068688,mongodb-sharded-shardsvr,Running,True
1789068688,mongodb-sharded-shardsvr,Running,True
1789068688,mongodb-sharded-shardsvr,Running,True
1789068688,mongodb-sharded-shardsvr,Running,True
1789068688,mongodb-sharded-shardsvr,Running,True
1789068688,mongodb-sharded-shardsvr,Running,True
1789068688,nginx-thrift,Running,True
1789068688,nginx-thrift,Running,True
1789068688,nginx-thrift,Running,True
1789068688,nginx-thrift,Running,True
1789068688,nginx-thrift,Running,True
1789068688,nginx-thrift,Running,True
1789068688,nginx-thrift,Running,True
1789068688,nginx-thrift,Running,True
1789068688,nginx-thrift,Running,True
1789068688,nginx-thrift,Running,True
1789068688,post-storage-service,Running,True
1789068688,post-storage-service,Running,True
1789068688,post-storage-service,Running,True
1789068688,social-graph-redis,Running,True
1789068688,social-graph-service,Running,True
1789068688,social-network-mcrouter,Running,True
1789068688,social-network-mcrouter,Running,True
1789068688,social-network-mcrouter,Running,True
1789068688,memcached,Running,True
1789068688,memcached,Running,True
1789068688,memcached,Running,True
1789068688,memcached,Running,True
1789068688,memcached,Running,True
1789068688,memcached,Running,True
1789068688,text-service,Running,True
1789068688,unique-id-service,Running,True
1789068688,url-shorten-service,Running,True
1789068688,user-mention-service,Running,True
1789068688,user-service,Running,True
1789068688,user-timeline-redis,Running,True
1789068688,user-timeline-service,Running,True
1789068689,compose-post-service,Running,True
1789068689,home-timeline-redis,Running,True
1789068689,home-timeline-service,Running,True
1789068689,jaeger,Running,True
1789068689,media-frontend,Running,True
1789068689,media-service,Running,True
1789068689,mongodb-sharded-configsvr,Running,True
1789068689,mongodb-sharded-mongos,Running,True
1789068689,mongodb-sharded-mongos,Running,True
1789068689,mongodb-sharded-mongos,Running,True
1789068689,mongodb-sharded-shardsvr,Running,True
1789068689,mongodb-sharded-shardsvr,Running,True
1789068689,mongodb-sharded-shardsvr,Running,True
1789068689,mongodb-sharded-shardsvr,Running,True
1789068689,mongodb-sharded-shardsvr,Running,True
1789068689,mongodb-sharded-shardsvr,Running,True
1789068689,nginx-thrift,Running,True
1789068689,nginx-thrift,Running,True
1789068689,nginx-thrift,Running,True
1789068689,nginx-thrift,Running,True
1789068689,nginx-thrift,Running,True
1789068689,nginx-thrift,Running,True
1789068689,nginx-thrift,Running,True
1789068689,nginx-thrift,Running,True
1789068689,nginx-thrift,Running,True
1789068689,nginx-thrift,Running,True
1789068689,post-storage-service,Running,True
1789068689,post-storage-service,Running,True
1789068689,post-storage-service,Running,True
1789068689,social-graph-redis,Running,True
1789068689,social-graph-service,Running,True
1789068689,social-network-mcrouter,Running,True
1789068689,social-network-mcrouter,Running,True
1789068689,social-network-mcrouter,Running,True
1789068689,memcached,Running,True
1789068689,memcached,Running,True
1789068689,memcached,Running,True
1789068689,memcached,Running,True
1789068689,memcached,Running,True
1789068689,memcached,Running,True
1789068689,text-service,Running,True
1789068689,unique-id-service,Running,True
1789068689,url-shorten-service,Running,True
1789068689,user-mention-service,Running,True
1789068689,user-service,Running,True
1789068689,user-timeline-redis,Running,True
1789068689,user-timeline-service,Running,True
1789068690,compose-post-service,Running,True
1789068690,home-timeline-redis,Running,True
1789068690,home-timeline-service,Running,True
1789068690,jaeger,Running,True
1789068690,media-frontend,Running,True
1789068690,media-service,Running,True
1789068690,mongodb-sharded-configsvr,Running,True
1789068690,mongodb-sharded-mongos,Running,True
1789068690,mongodb-sharded-mongos,Running,True
1789068690,mongodb-sharded-mongos,Running,True
1789068690,mongodb-sharded-shardsvr,Running,True
1789068690,mongodb-sharded-shardsvr,Running,True
1789068690,mongodb-sharded-shardsvr,Running,True
1789068690,mongodb-sharded-shardsvr,Running,True
1789068690,mongodb-sharded-shardsvr,Running,True
1789068690,mongodb-sharded-shardsvr,Running,True
1789068690,nginx-thrift,Running,True
1789068690,nginx-thrift,Running,True
1789068690,nginx-thrift,Running,True
1789068690,nginx-thrift,Running,True
1789068690,nginx-thrift,Running,True
1789068690,nginx-thrift,Running,True
1789068690,nginx-thrift,Running,True
1789068690,nginx-thrift,Running,True
1789068690,nginx-thrift,Running,True
1789068690,nginx-thrift,Running,True
1789068690,post-storage-service,Running,True
1789068690,post-storage-service,Running,True
1789068690,post-storage-service,Running,True
1789068690,social-graph-redis,Running,True
1789068690,social-graph-service,Running,True
1789068690,social-network-mcrouter,Running,True
1789068690,social-network-mcrouter,Running,True
1789068690,social-network-mcrouter,Running,True
1789068690,memcached,Running,True
1789068690,memcached,Running,True
1789068690,memcached,Running,True
1789068690,memcached,Running,True
1789068690,memcached,Running,True
1789068690,memcached,Running,True
1789068690,text-service,Running,True
1789068690,unique-id-service,Running,True
1789068690,url-shorten-service,Running,True
1789068690,user-mention-service,Running,True
1789068690,user-service,Running,True
1789068690,user-timeline-redis,Running,True
1789068690,user-timeline-service,Running,True
1789068691,compose-post-service,Running,True
1789068691,home-timeline-redis,Running,True
1789068691,home-timeline-service,Running,True
1789068691,jaeger,Running,True
1789068691,media-frontend,Running,True
