index,timestamp,compose-post-service,home-timeline-redis,home-timeline-service,jaeger,media-frontend,media-memcached,media-mongodb,media-service,nginx-thrift,post-storage-memcached,post-storage-mongodb,post-storage-service,social-graph-mongodb,social-graph-redis,social-graph-service,text-service,unique-id-service,url-shorten-memcached,url-shorten-mongodb,url-shorten-service,user-memcached,user-mention-service,user-mongodb,user-service,user-timeline-mongodb,user-timeline-redis,user-timeline-service,total
0,1786757685,3,1,2,1,1,1,1,1,3,1,1,5,1,1,2,3,1,1,1,5,1,2,1,2,1,1,2,46
1,1786757686,3,1,2,1,1,1,1,1,3,1,1,5,1,1,2,3,1,1,1,5,1,2,1,2,1,1,2,46
2,1786757687,3,1,2,1,1,1,1,1,3,1,1,5,1,1,2,3,1,1,1,5,1,2,1,2,1,1,2,46
3,1786757688,3,1,2,1,1,1,1,1,3,1,1,5,1,1,2,3,1,1,1,5,1,2,1,2,1,1,2,46
4,1786757689,3,1,2,1,1,1,1,1,3,1,1,5,1,1,2,3,1,1,1,5,1,2,1,2,1,1,2,46
5,1786757690,3,1,2,1,1,1,1,1,3,1,1,5,1,1,2,3,1,1,1,5,1,2,1,2,1,1,2,46
6,1786757691,3,1,2,1,1,1,1,1,3,1,1,5,1,1,2,3,1,1,1,5,1,2,1,2,1,1,2,46
7,1786757692,3,1,2,1,1,1,1,1,3,1,1,5,1,1,2,3,1,1,1,5,1,2,1,2,1,1,2,46
8,1786757693,3,1,2,1,1,1,1,1,3,1,1,5,1,1,2,3,1,1,1,5,1,2,1,2,1,1,2,46
9,1786757694,3,1,2,1,1,1,1,1,3,1,1,5,1,1,2,3,1,1,1,5,1,2,1,2,1,1,2,46
10,1786757695,3,1,2,1,1,1,1,1,3,1,1,5,1,1,2,3,1,1,1,5,1,2,1,2,1,1,2,46
11,1786757696,3,1,2,1,1,1,1,1,3,1,1,5,1,1,2,3,1,1,1,5,1,2,1,1,1,1,2,45
12,1786757697,3,1,2,1,1,1,1,1,3,1,1,5,1,1,2,2,1,1,1,5,1,2,1,1,1,1,2,44
13,1786757698,3,1,2,1,1,1,1,1,3,1,1,5,1,1,2,2,1,1,1,5,1,2,1,1,1,1,2,44
14,1786757699,3,1,2,1,1,1,1,1,3,1,1,5,1,1,2,2,1,1,1,5,1,2,1,1,1,1,2,44
15,1786757700,3,1,2,1,1,1,1,1,3,1,1,5,1,1,2,2,1,1,1,5,1,2,1,1,1,1,2,44
16,1786757701,3,1,2,1,1,1,1,1,3,1,1,5,1,1,2,2,1,1,1,5,1,2,1,1,1,1,2,44
