index,timestamp,compose-post-service,home-timeline-redis,home-timeline-service,jaeger,media-frontend,media-memcached,media-mongodb,media-service,nginx-thrift,post-storage-memcached,post-storage-mongodb,post-storage-service,social-graph-mongodb,social-graph-redis,social-graph-service,text-service,unique-id-service,url-shorten-memcached,url-shorten-mongodb,url-shorten-service,user-memcached,user-mention-service,user-mongodb,user-service,user-timeline-mongodb,user-timeline-redis,user-timeline-service,total
0,1786757444,4,1,3,1,3,1,1,2,3,1,1,3,1,1,3,3,2,1,1,5,1,3,1,2,1,1,4,54
1,1786757445,4,1,3,1,3,1,1,2,3,1,1,3,1,1,3,3,2,1,1,5,1,3,1,2,1,1,4,54
2,1786757446,4,1,3,1,3,1,1,2,3,1,1,3,1,1,3,3,2,1,1,5,1,3,1,2,1,1,4,54
3,1786757447,4,1,3,1,3,1,1,2,3,1,1,3,1,1,3,3,2,1,1,5,1,3,1,2,1,1,4,54
4,1786757448,4,1,3,1,3,1,1,2,3,1,1,3,1,1,3,3,2,1,1,5,1,3,1,2,1,1,4,54
5,1786757449,4,1,3,1,3,1,1,2,3,1,1,3,1,1,3,3,2,1,1,5,1,3,1,2,1,1,4,54
6,1786757450,4,1,3,1,3,1,1,2,3,1,1,3,1,1,3,3,2,1,1,5,1,3,1,2,1,1,4,54
7,1786757451,4,1,3,1,3,1,1,2,3,1,1,3,1,1,3,3,2,1,1,5,1,3,1,2,1,1,4,54
8,1786757452,4,1,3,1,3,1,1,2,3,1,1,3,1,1,3,3,2,1,1,5,1,3,1,2,1,1,4,54
9,1786757453,4,1,3,1,3,1,1,2,3,1,1,3,1,1,3,3,2,1,1,5,1,3,1,2,1,1,4,54
10,1786757454,4,1,3,1,3,1,1,2,3,1,1,3,1,1,3,3,2,1,1,5,1,3,1,2,1,1,4,54
11,1786757455,4,1,3,1,3,1,1,2,3,1,1,3,1,1,3,3,2,1,1,5,1,3,1,2,1,1,4,54
12,1786757456,4,1,3,1,3,1,1,2,3,1,1,3,1,1,3,3,2,1,1,5,1,3,1,2,1,1,4,54
13,1786757457,4,1,3,1,3,1,1,2,3,1,1,3,1,1,3,3,2,1,1,5,1,3,1,2,1,1,4,54
14,1786757458,4,1,3,1,3,1,1,2,3,1,1,3,1,1,3,3,2,1,1,5,1,3,1,2,1,1,4,54
15,1786757459,4,1,3,1,3,1,1,2,3,1,1,3,1,1,3,3,2,1,1,5,1,3,1,2,1,1,4,54
16,1786757460,4,1,3,1,3,1,1,2,3,1,1,3,1,1,3,3,2,1,1,5,1,3,1,2,1,1,4,54
17,1786757461,4,1,3,1,3,1,1,2,3,1,1,3,1,1,3,3,2,1,1,5,1,3,1,2,1,1,4,54
18,1786757462,4,1,3,1,3,1,1,2,3,1,1,3,1,1,3,3,2,1,1,5,1,3,1,2,1,1,4,54
19,1786757463,4,1,3,1,3,1,1,2,3,1,1,3,1,1,3,3,2,1,1,5,1,3,1,2,1,1,4,54
20,1786757464,4,1,3,1,3,1,1,2,3,1,1,3,1,1,3,3,2,1,1,5,1,3,1,2,1,1,4,54
21,1786757465,4,1,3,1,3,1,1,2,3,1,1,3,1,1,3,3,2,1,1,5,1,3,1,2,1,1,4,54
22,1786757466,4,1,3,1,3,1,1,2,3,1,1,3,1,1,3,3,2,1,1,5,1,3,1,2,1,1,4,54
23,1786757467,4,1,3,1,3,1,1,2,3,1,1,3,1,1,3,3,2,1,1,5,1,3,1,2,1,1,4,54
24,1786757468,4,1,3,1,3,1,1,2,3,1,1,3,1,1,3,3,2,1,1,5,1,3,1,2,1,1,4,54
25,1786757469,4,1,3,1,3,1,1,2,3,1,1,3,1,1,3,3,2,1,1,5,1,3,1,2,1,1,4,54
