timestamp,service,phase,ready
1786758166,compose-post-service,Running,True
1786758166,compose-post-service,Running,True
1786758166,compose-post-service,Running,True
1786758166,compose-post-service,Running,True
1786758166,compose-post-service,Running,True
1786758166,compose-post-service,Running,True
1786758166,compose-post-service,Running,True
1786758166,home-timeline-redis,Running,True
1786758166,home-timeline-service,Running,True
1786758166,home-timeline-service,Running,True
1786758166,home-timeline-service,Running,True
1786758166,home-timeline-service,Running,True
1786758166,home-timeline-service,Running,True
1786758166,home-timeline-service,Running,True
1786758166,home-timeline-service,Running,True
1786758166,home-timeline-service,Running,True
1786758166,home-timeline-service,Running,True
1786758166,home-timeline-service,Running,True
1786758166,home-timeline-service,Running,True
1786758166,home-timeline-service,Running,True
1786758166,home-timeline-service,Running,True
1786758166,home-timeline-service,Running,True
1786758166,jaeger,Running,True
1786758166,media-frontend,Running,True
1786758166,media-memcached,Running,True
1786758166,media-mongodb,Running,True
1786758166,media-service,Running,True
1786758166,nginx-thrift,Running,True
1786758166,nginx-thrift,Running,True
1786758166,nginx-thrift,Running,True
1786758166,nginx-thrift,Running,True
1786758166,nginx-thrift,Running,True
1786758166,nginx-thrift,Running,True
1786758166,nginx-thrift,Running,True
1786758166,nginx-thrift,Running,True
1786758166,nginx-thrift,Running,True
1786758166,nginx-thrift,Running,True
1786758166,nginx-thrift,Running,True
1786758166,nginx-thrift,Running,True
1786758166,nginx-thrift,Running,True
1786758166,nginx-thrift,Running,True
1786758166,nginx-thrift,Running,True
1786758166,post-storage-memcached,Running,True
1786758166,post-storage-mongodb,Running,True
1786758166,post-storage-service,Running,True
1786758166,post-storage-service,Running,True
1786758166,post-storage-service,Running,True
1786758166,post-storage-service,Running,True
1786758166,post-storage-service,Running,True
1786758166,post-storage-service,Running,True
1786758166,post-storage-service,Running,True
1786758166,post-storage-service,Running,True
1786758166,post-storage-service,Running,True
1786758166,post-storage-service,Running,True
1786758166,post-storage-service,Running,True
1786758166,post-storage-service,Running,True
1786758166,post-storage-service,Running,True
1786758166,post-storage-service,Running,True
1786758166,post-storage-service,Running,True
1786758166,social-graph-mongodb,Running,True
1786758166,social-graph-redis,Running,True
1786758166,social-graph-service,Running,True
1786758166,social-graph-service,Running,True
1786758166,social-graph-service,Running,True
1786758166,text-service,Running,True
1786758166,text-service,Running,True
1786758166,text-service,Running,True
1786758166,unique-id-service,Running,True
1786758166,unique-id-service,Running,True
1786758166,unique-id-service,Running,True
1786758166,url-shorten-memcached,Running,True
1786758166,url-shorten-mongodb,Running,True
1786758166,url-shorten-service,Running,True
1786758166,url-shorten-service,Running,True
1786758166,user-memcached,Running,True
1786758166,user-mention-service,Running,True
1786758166,user-mention-service,Running,True
1786758166,user-mention-service,Running,True
1786758166,user-mention-service,Running,True
1786758166,user-mongodb,Running,True
1786758166,user-service,Running,True
1786758166,user-timeline-mongodb,Running,True
1786758166,user-timeline-redis,Running,True
1786758166,user-timeline-service,Running,True
1786758166,user-timeline-service,Running,True
1786758166,user-timeline-service,Running,True
1786758166,user-timeline-service,Running,True
1786758166,user-timeline-service,Running,True
1786758166,user-timeline-service,Running,True
1786758166,user-timeline-service,Running,True
1786758167,compose-post-service,Running,True
