index,timestamp,compose-post-service,home-timeline-redis,home-timeline-service,jaeger,media-frontend,media-memcached,media-mongodb,media-service,nginx-thrift,post-storage-memcached,post-storage-mongodb,post-storage-service,social-graph-mongodb,social-graph-redis,social-graph-service,text-service,unique-id-service,url-shorten-memcached,url-shorten-mongodb,url-shorten-service,user-memcached,user-mention-service,user-mongodb,user-service,user-timeline-mongodb,user-timeline-redis,user-timeline-service,total
0,1786757925,7,1,12,1,1,1,1,1,13,1,1,15,1,1,3,3,3,1,1,2,1,4,1,1,1,1,7,86
1,1786757926,7,1,12,1,1,1,1,1,13,1,1,15,1,1,3,3,3,1,1,2,1,4,1,1,1,1,7,86
2,1786757927,7,1,14,1,1,1,1,1,13,1,1,15,1,1,3,3,3,1,1,2,1,4,1,1,1,1,7,88
3,1786757928,7,1,14,1,1,1,1,1,13,1,1,15,1,1,3,3,3,1,1,2,1,4,1,1,1,1,7,88
4,1786757929,7,1,14,1,1,1,1,1,13,1,1,15,1,1,3,3,3,1,1,2,1,4,1,1,1,1,7,88
5,1786757930,7,1,14,1,1,1,1,1,13,1,1,15,1,1,3,3,3,1,1,2,1,4,1,1,1,1,7,88
6,1786757931,7,1,14,1,1,1,1,1,13,1,1,15,1,1,3,3,3,1,1,2,1,4,1,1,1,1,7,88
7,1786757932,7,1,14,1,1,1,1,1,13,1,1,15,1,1,3,3,3,1,1,2,1,4,1,1,1,1,7,88
8,1786757933,7,1,14,1,1,1,1,1,13,1,1,15,1,1,3,3,3,1,1,2,1,4,1,1,1,1,7,88
9,1786757934,7,1,14,1,1,1,1,1,13,1,1,15,1,1,3,3,3,1,1,2,1,4,1,1,1,1,7,88
10,1786757935,7,1,14,1,1,1,1,1,14,1,1,15,1,1,3,3,3,1,1,2,1,4,1,1,1,1,7,89
11,1786757936,7,1,14,1,1,1,1,1,15,1,1,15,1,1,3,3,3,1,1,2,1,4,1,1,1,1,7,90
12,1786757937,7,1,14,1,1,1,1,1,15,1,1,15,1,1,3,3,3,1,1,2,1,4,1,1,1,1,7,90
13,1786757938,7,1,14,1,1,1,1,1,15,1,1,15,1,1,3,3,3,1,1,2,1,4,1,1,1,1,7,90
14,1786757939,7,1,14,1,1,1,1,1,15,1,1,15,1,1,3,3,3,1,1,2,1,4,1,1,1,1,7,90
15,1786757940,7,1,14,1,1,1,1,1,15,1,1,15,1,1,3,3,3,1,1,2,1,4,1,1,1,1,7,90
16,1786757941,7,1,14,1,1,1,1,1,15,1,1,15,1,1,3,3,3,1,1,2,1,4,1,1,1,1,7,90
17,1786757942,7,1,14,1,1,1,1,1,15,1,1,15,1,1,3,3,3,1,1,2,1,4,1,1,1,1,7,90
18,1786757943,7,1,14,1,1,1,1,1,15,1,1,15,1,1,3,3,3,1,1,2,1,4,1,1,1,1,7,90
19,1786757944,7,1,14,1,1,1,1,1,15,1,1,15,1,1,3,3,3,1,1,2,1,4,1,1,1,1,7,90
20,1786757945,7,1,14,1,1,1,1,1,15,1,1,15,1,1,3,3,3,1,1,2,1,4,1,1,1,1,7,90
