strategy,service,rps,second,n_runs,mean_pods,stddev_pods
st5-AttUpd,details-v1,400,0,10,1.0000,0.0000
st5-AttUpd,details-v1,400,1,10,1.0000,0.0000
st5-AttUpd,details-v1,400,2,10,1.0000,0.0000
st5-AttUpd,details-v1,400,3,10,1.0000,0.0000
st5-AttUpd,details-v1,400,4,10,1.0000,0.0000
st5-AttUpd,details-v1,400,5,10,1.0000,0.0000
st5-AttUpd,details-v1,400,6,10,1.0000,0.0000
st5-AttUpd,details-v1,400,7,10,1.0000,0.0000
st5-AttUpd,details-v1,400,8,10,1.0000,0.0000
st5-AttUpd,details-v1,400,9,10,1.0000,0.0000
st5-AttUpd,details-v1,400,10,10,1.0000,0.0000
st5-AttUpd,details-v1,400,11,10,1.0000,0.0000
st5-AttUpd,details-v1,400,12,10,1.0000,0.0000
st5-AttUpd,details-v1,400,13,10,1.0000,0.0000
st5-AttUpd,details-v1,400,14,10,1.0000,0.0000
st5-AttUpd,details-v1,400,15,10,1.0000,0.0000
st5-AttUpd,details-v1,400,16,10,1.0000,0.0000
st5-AttUpd,details-v1,400,17,10,1.0000,0.0000
st5-AttUpd,details-v1,400,18,10,1.0000,0.0000
st5-AttUpd,details-v1,400,19,10,1.0000,0.0000
st5-AttUpd,details-v1,400,20,10,1.0000,0.0000
st5-AttUpd,details-v1,400,21,10,1.0000,0.0000
st5-AttUpd,details-v1,400,22,10,1.0000,0.0000
st5-AttUpd,details-v1,400,23,10,1.0000,0.0000
st5-AttUpd,details-v1,400,24,10,1.0000,0.0000
st5-AttUpd,details-v1,400,25,10,1.0000,0.0000
st5-AttUpd,details-v1,400,26,10,1.0000,0.0000
st5-AttUpd,details-v1,400,27,10,1.0000,0.0000
st5-AttUpd,details-v1,400,28,10,1.0000,0.0000
st5-AttUpd,details-v1,400,29,10,1.0000,0.0000
st5-AttUpd,details-v1,400,30,10,1.0000,0.0000
st5-AttUpd,details-v1,400,31,10,1.0000,0.0000
st5-AttUpd,details-v1,400,32,10,1.0000,0.0000
st5-AttUpd,details-v1,400,33,10,1.0000,0.0000
st5-AttUpd,details-v1,400,34,10,1.0000,0.0000
st5-AttUpd,details-v1,400,35,10,1.0000,0.0000
st5-AttUpd,details-v1,400,36,10,1.0000,0.0000
st5-AttUpd,details-v1,400,37,10,1.0000,0.0000
st5-AttUpd,details-v1,400,38,10,1.0000,0.0000
st5-AttUpd,details-v1,400,39,10,1.0000,0.0000
st5-AttUpd,details-v1,400,40,10,1.0000,0.0000
st5-AttUpd,details-v1,400,41,10,1.0000,0.0000
st5-AttUpd,details-v1,400,42,10,1.0000,0.0000
st5-AttUpd,details-v1,400,43,10,1.0000,0.0000
st5-AttUpd,details-v1,400,44,10,1.0000,0.0000
st5-AttUpd,details-v1,400,45,10,1.0000,0.0000
st5-AttUpd,details-v1,400,46,10,1.0000,0.0000
st5-AttUpd,details-v1,400,47,10,1.0000,0.0000
st5-AttUpd,details-v1,400,48,10,1.0000,0.0000
st5-AttUpd,details-v1,400,49,10,1.0000,0.0000
st5-AttUpd,details-v1,400,50,10,1.0000,0.0000
st5-AttUpd,details-v1,400,51,10,1.0000,0.0000
