REGISTER,3542,,1765428823801160
READY,3542,1765428828008127
ACK_OPENING,3542,3542,1765428828008108
REGISTER,22027,3542,1765428824012676
REGISTER,40609,3542|22027,1765428824209361
ACK_OPENING,22027,22027,1765428832240021
ACK_OPENING,22027,3542,1765428832546464
ACK_OPENING,3542,22027,1765428832886221
READY,22027,1765428832886339
ACK_OPENING,40609,40609,1765428835547254
REGISTER,11501,3542|22027|40609,1765428824647982
ACK_OPENING,40609,22027,1765428836120156
ACK_OPENING,40609,3542,1765428836126879
ACK_OPENING,3542,40609,1765428836474291
ACK_OPENING,22027,40609,1765428837100649
READY,40609,1765428837100718
ACK_OPENING,11501,11501,1765428839600443
REGISTER,25380,3542|22027|40609|11501,1765428824675933
ACK_OPENING,11501,3542,1765428840203335
ACK_OPENING,22027,11501,1765428840204012
ACK_OPENING,11501,22027,1765428840209477
ACK_OPENING,11501,40609,1765428840304090
ACK_OPENING,3542,11501,1765428840818649
READY,11501,1765428841394508
ACK_OPENING,40609,11501,1765428841394567
ACK_OPENING,25380,25380,1765428844341202
REGISTER,10791,3542|22027|40609|11501|25380,1765428824943012
ACK_OPENING,25380,40609,1765428844888725
ACK_OPENING,3542,25380,1765428844960507
ACK_OPENING,25380,22027,1765428845028393
ACK_OPENING,25380,3542,1765428845145942
ACK_OPENING,25380,11501,1765428845164609
ACK_OPENING,22027,25380,1765428845577808
ACK_OPENING,40609,25380,1765428846226864
READY,25380,1765428846842709
ACK_OPENING,11501,25380,1765428846842763
REGISTER,63208,3542|22027|40609|11501|25380|10791,1765428825082166
ACK_OPENING,10791,10791,1765428848985673
ACK_OPENING,10791,3542,1765428849273742
ACK_OPENING,10791,22027,1765428849295281
ACK_OPENING,10791,11501,1765428849320009
ACK_OPENING,10791,25380,1765428849327641
ACK_OPENING,40609,10791,1765428849627961
ACK_OPENING,10791,40609,1765428849650183
ACK_OPENING,3542,10791,1765428850515700
ACK_OPENING,22027,10791,1765428851183794
ACK_OPENING,11501,10791,1765428851798769
ACK_OPENING,25380,10791,1765428852407259
READY,10791,1765428852407420
ACK_OPENING,63208,63208,1765428853115428
REGISTER,25005,25380|10791|63208|3542|22027|40609|11501,1765428825104174
ACK_OPENING,63208,40609,1765428853622359
ACK_OPENING,63208,3542,1765428853635603
ACK_OPENING,63208,11501,1765428853637993
ACK_OPENING,63208,25380,1765428853644422
ACK_OPENING,10791,63208,1765428853739752
ACK_OPENING,63208,10791,1765428853991125
ACK_OPENING,63208,22027,1765428854020179
ACK_OPENING,11501,63208,1765428854361348
ACK_OPENING,3542,63208,1765428855219196
ACK_OPENING,25380,63208,1765428855877244
ACK_OPENING,22027,63208,1765428856451144
ACK_OPENING,25380,25380,1765428856772436
ACK_OPENING,40609,63208,1765428857116406
READY,63208,1765428857116423
REGISTER,41153,63208|25005|3542|22027|40609|11501|25380|10791,1765428825597155
ACK_OPENING,25005,25005,1765428857322204
ACK_OPENING,25380,11501,1765428857344279
ACK_OPENING,25380,40609,1765428857365987
ACK_OPENING,25380,10791,1765428857369551
ACK_OPENING,25380,3542,1765428857499433
ACK_OPENING,25380,22027,1765428857515831
ACK_OPENING,25005,25380,1765428857563189
ACK_OPENING,25380,63208,1765428857728807
ACK_OPENING,25005,10791,1765428857873246
ACK_OPENING,40609,25005,1765428857948235
ACK_OPENING,25005,11501,1765428857963039
ACK_OPENING,25005,40609,1765428857991543
ACK_OPENING,25005,3542,1765428858052685
ACK_OPENING,25005,22027,1765428858131192
ACK_OPENING,25005,63208,1765428858304343
ACK_OPENING,63208,25005,1765428858531995
ACK_OPENING,11501,25005,1765428859059386
