index,timestamp,compose-post-service,home-timeline-redis,home-timeline-service,jaeger,media-frontend,media-memcached,media-mongodb,media-service,nginx-thrift,post-storage-memcached,post-storage-mongodb,post-storage-service,social-graph-mongodb,social-graph-redis,social-graph-service,text-service,unique-id-service,url-shorten-memcached,url-shorten-mongodb,url-shorten-service,user-memcached,user-mention-service,user-mongodb,user-service,user-timeline-mongodb,user-timeline-redis,user-timeline-service,total
0,1786759480,2,1,5,1,1,1,1,1,8,1,1,15,1,1,1,1,1,1,1,1,1,2,1,1,1,1,4,57
1,1786759481,2,1,5,1,1,1,1,1,8,1,1,15,1,1,1,1,1,1,1,1,1,2,1,1,1,1,4,57
2,1786759482,2,1,5,1,1,1,1,1,8,1,1,15,1,1,1,1,1,1,1,1,1,2,1,1,1,1,4,57
3,1786759483,2,1,5,1,1,1,1,1,8,1,1,15,1,1,1,1,1,1,1,1,1,2,1,1,1,1,4,57
4,1786759484,2,1,5,1,1,1,1,1,8,1,1,15,1,1,1,1,1,1,1,1,1,2,1,1,1,1,4,57
5,1786759485,2,1,5,1,1,1,1,1,8,1,1,15,1,1,1,1,1,1,1,1,1,2,1,1,1,1,4,57
6,1786759486,2,1,5,1,1,1,1,1,8,1,1,15,1,1,1,1,1,1,1,1,1,2,1,1,1,1,4,57
7,1786759487,2,1,5,1,1,1,1,1,8,1,1,15,1,1,1,1,1,1,1,1,1,2,1,1,1,1,4,57
8,1786759488,2,1,5,1,1,1,1,1,8,1,1,15,1,1,1,1,1,1,1,1,1,2,1,1,1,1,4,57
9,1786759489,2,1,5,1,1,1,1,1,8,1,1,15,1,1,1,1,1,1,1,1,1,2,1,1,1,1,4,57
10,1786759490,2,1,5,1,1,1,1,1,8,1,1,15,1,1,1,1,1,1,1,1,1,2,1,1,1,1,4,57
11,1786759491,2,1,5,1,1,1,1,1,8,1,1,15,1,1,1,1,1,1,1,1,1,2,1,1,1,1,4,57
12,1786759492,2,1,5,1,1,1,1,1,8,1,1,15,1,1,1,1,1,1,1,1,1,2,1,1,1,1,4,57
13,1786759493,2,1,5,1,1,1,1,1,8,1,1,15,1,1,1,1,1,1,1,1,1,2,1,1,1,1,4,57
14,1786759494,2,1,5,1,1,1,1,1,8,1,1,15,1,1,1,1,1,1,1,1,1,3,1,1,1,1,4,58
15,1786759495,2,1,5,1,1,1,1,1,8,1,1,15,1,1,1,1,1,1,1,1,1,3,1,1,1,1,4,58
16,1786759496,2,1,5,1,1,1,1,1,8,1,1,15,1,1,1,1,1,1,1,1,1,3,1,1,1,1,4,58
17,1786759497,2,1,5,1,1,1,1,1,8,1,1,15,1,1,1,1,1,1,1,1,1,3,1,1,1,1,4,58
18,1786759498,2,1,5,1,1,1,1,1,8,1,1,15,1,1,1,1,1,1,1,1,1,3,1,1,1,1,4,58
19,1786759499,2,1,5,1,1,1,1,1,8,1,1,15,1,1,1,1,1,1,1,1,1,3,1,1,1,1,4,58
20,1786759500,2,1,5,1,1,1,1,1,8,1,1,15,1,1,1,1,1,1,1,1,1,3,1,1,1,1,4,58
21,1786759501,2,1,5,1,1,1,1,1,8,1,1,15,1,1,1,1,1,1,1,1,1,3,1,1,1,1,4,58
22,1786759502,2,1,5,1,1,1,1,1,8,1,1,15,1,1,1,1,1,1,1,1,1,3,1,1,1,1,4,58
23,1786759503,2,1,5,1,1,1,1,1,8,1,1,15,1,1,1,1,1,1,1,1,1,3,1,1,1,1,4,58
24,1786759504,2,1,5,1,1,1,1,1,9,1,1,15,1,1,1,1,1,1,1,1,1,3,1,1,1,1,4,59
25,1786759505,2,1,5,1,1,1,1,1,9,1,1,15,1,1,1,1,1,1,1,1,1,3,1,1,1,1,4,59
26,1786759506,2,1,5,1,1,1,1,1,9,1,1,15,1,1,1,1,1,1,1,1,1,3,1,1,1,1,4,59
27,1786759507,2,1,5,1,1,1,1,1,10,1,1,15,1,1,1,1,1,1,1,1,1,3,1,1,1,1,4,60
28,1786759508,2,1,5,1,1,1,1,1,10,1,1,15,1,1,1,1,1,1,1,1,1,3,1,1,1,1,4,60
29,1786759509,2,1,7,1,1,1,1,1,10,1,1,15,1,1,1,1,1,1,1,1,1,3,1,1,1,1,5,63
30,1786759510,3,1,7,1,1,1,1,1,10,1,1,15,1,1,1,1,1,1,1,1,1,3,1,1,1,1,6,65
31,1786759511,3,1,7,1,1,1,1,1,10,1,1,15,1,1,1,1,1,1,1,1,1,3,1,1,1,1,6,65
32,1786759512,3,1,7,1,1,1,1,1,10,1,1,15,1,1,1,1,1,1,1,1,1,3,1,1,1,1,6,65
33,1786759513,3,1,7,1,1,1,1,1,10,1,1,15,1,1,1,1,1,1,1,1,1,3,1,1,1,1,6,65
34,1786759514,3,1,7,1,1,1,1,1,10,1,1,15,1,1,1,1,1,1,1,1,1,3,1,1,1,1,6,65
35,1786759515,3,1,7,1,1,1,1,1,10,1,1,15,1,1,1,1,1,1,1,1,1,3,1,1,1,1,6,65
36,1786759516,3,1,7,1,1,1,1,1,10,1,1,15,1,1,1,1,1,1,1,1,1,3,1,1,1,1,6,65
37,1786759517,3,1,7,1,1,1,1,1,10,1,1,15,1,1,1,1,1,1,1,1,1,3,1,1,1,1,6,65
38,1786759518,3,1,7,1,1,1,1,1,11,1,1,15,1,1,1,1,1,1,1,1,1,3,1,1,1,1,6,66
39,1786759519,3,1,7,1,1,1,1,1,11,1,1,15,1,1,1,1,1,1,1,1,1,3,1,1,1,1,6,66
40,1786759520,3,1,7,1,1,1,1,1,11,1,1,15,1,1,1,1,1,1,1,1,1,3,1,1,1,1,6,66
41,1786759521,3,1,7,1,1,1,1,1,11,1,1,15,1,1,1,1,1,1,1,1,1,3,1,1,1,1,6,66
42,1786759522,3,1,7,1,1,1,1,1,12,1,1,15,1,1,1,1,1,1,1,1,1,3,1,1,1,1,6,67
43,1786759523,3,1,7,1,1,1,1,1,12,1,1,15,1,1,1,1,1,1,1,1,1,3,1,1,1,1,6,67
44,1786759524,3,1,7,1,1,1,1,1,12,1,1,15,1,1,1,1,1,1,1,1,1,3,1,1,1,1,6,67
45,1786759525,3,1,9,1,1,1,1,1,12,1,1,15,1,1,1,2,1,1,1,1,1,5,1,1,1,1,6,72
46,1786759526,3,1,9,1,1,1,1,1,12,1,1,15,1,1,1,2,1,1,1,1,1,5,1,1,1,1,6,72
47,1786759528,3,1,9,1,1,1,1,1,12,1,1,15,1,1,1,2,1,1,1,1,1,5,1,1,1,1,6,72
48,1786759529,3,1,9,1,1,1,1,1,12,1,1,15,1,1,1,2,1,1,1,1,1,5,1,1,1,1,6,72
49,1786759530,3,1,9,1,1,1,1,1,12,1,1,15,1,1,1,2,1,1,1,1,1,5,1,1,1,1,6,72
50,1786759531,3,1,9,1,1,1,1,1,12,1,1,15,1,1,1,2,1,1,1,1,1,5,1,1,1,1,6,72
51,1786759532,3,1,9,1,1,1,1,1,12,1,1,15,1,1,1,2,1,1,1,1,1,5,1,1,1,1,6,72
52,1786759533,3,1,9,1,1,1,1,1,12,1,1,15,1,1,1,2,1,1,1,1,1,5,1,1,1,1,6,72
53,1786759534,3,1,9,1,1,1,1,1,12,1,1,15,1,1,1,2,1,1,1,1,1,5,1,1,1,1,6,72
54,1786759535,3,1,9,1,1,1,1,1,14,1,1,15,1,1,1,2,1,1,1,1,1,5,1,1,1,1,6,74
55,1786759536,3,1,9,1,1,1,1,1,14,1,1,15,1,1,1,2,1,1,1,1,1,5,1,1,1,1,6,74
56,1786759537,3,1,9,1,1,1,1,1,14,1,1,15,1,1,1,2,1,1,1,1,1,5,1,1,1,1,6,74
57,1786759538,3,1,9,1,1,1,1,1,14,1,1,15,1,1,1,2,1,1,1,1,1,5,1,1,1,1,6,74
58,1786759539,3,1,9,1,1,1,1,1,14,1,1,15,1,1,1,2,1,1,1,1,1,5,1,1,1,1,6,74
59,1786759540,3,1,9,1,1,1,1,1,14,1,1,15,1,1,1,2,1,1,1,1,1,5,1,1,1,1,6,74
60,1786759541,3,1,9,1,1,1,1,1,14,1,1,15,1,1,1,2,1,1,1,1,1,5,1,1,1,1,6,74
61,1786759542,3,1,9,1,1,1,1,1,14,1,1,15,1,1,1,2,1,1,1,1,1,5,1,1,1,1,6,74
62,1786759543,3,1,9,1,1,1,1,1,14,1,1,15,1,1,1,2,1,1,1,1,1,5,1,1,1,1,6,74
63,1786759544,3,1,9,1,1,1,1,1,14,1,1,15,1,1,1,2,1,1,1,1,1,5,1,1,1,1,6,74
64,1786759545,3,1,9,1,1,1,1,1,14,1,1,15,1,1,1,2,1,1,1,1,1,5,1,1,1,1,6,74
65,1786759546,3,1,9,1,1,1,1,1,14,1,1,15,1,1,1,2,1,1,1,1,1,5,1,1,1,1,6,74
66,1786759547,3,1,9,1,1,1,1,1,14,1,1,15,1,1,1,2,1,1,1,1,1,5,1,1,1,1,6,74
67,1786759548,3,1,9,1,1,1,1,1,14,1,1,15,1,1,1,2,1,1,1,1,1,5,1,1,1,1,6,74
68,1786759549,3,1,9,1,1,1,1,1,14,1,1,15,1,1,1,2,1,1,1,1,1,5,1,1,1,1,6,74
69,1786759550,3,1,9,1,1,1,1,1,14,1,1,15,1,1,1,2,1,1,1,1,1,5,1,1,1,1,6,74
70,1786759551,3,1,9,1,1,1,1,1,14,1,1,15,1,1,1,2,1,1,1,1,1,5,1,1,1,1,6,74
71,1786759552,3,1,9,1,1,1,1,1,14,1,1,15,1,1,1,2,1,1,1,1,1,5,1,1,1,1,6,74
