timestamp,service,phase,ready
1786759239,compose-post-service,Running,True
1786759239,home-timeline-redis,Running,True
1786759239,home-timeline-service,Running,True
1786759239,home-timeline-service,Running,True
1786759239,jaeger,Running,True
1786759239,media-frontend,Running,True
1786759239,media-memcached,Running,True
1786759239,media-mongodb,Running,True
1786759239,media-service,Running,True
1786759239,nginx-thrift,Running,True
1786759239,nginx-thrift,Running,True
1786759239,nginx-thrift,Running,True
1786759239,nginx-thrift,Running,True
1786759239,post-storage-memcached,Running,True
1786759239,post-storage-mongodb,Running,True
1786759239,post-storage-service,Running,True
1786759239,post-storage-service,Running,True
1786759239,post-storage-service,Running,True
1786759239,post-storage-service,Running,True
1786759239,post-storage-service,Running,True
1786759239,post-storage-service,Running,True
1786759239,post-storage-service,Running,True
1786759239,social-graph-mongodb,Running,True
1786759239,social-graph-redis,Running,True
1786759239,social-graph-service,Running,True
1786759239,text-service,Running,True
1786759239,unique-id-service,Running,True
1786759239,url-shorten-memcached,Running,True
1786759239,url-shorten-mongodb,Running,True
1786759239,url-shorten-service,Running,True
1786759239,user-memcached,Running,True
1786759239,user-mention-service,Running,True
1786759239,user-mongodb,Running,True
1786759239,user-service,Running,True
1786759239,user-timeline-mongodb,Running,True
1786759239,user-timeline-redis,Running,True
1786759239,user-timeline-service,Running,True
1786759239,user-timeline-service,Running,True
1786759240,compose-post-service,Running,True
1786759240,home-timeline-redis,Running,True
1786759240,home-timeline-service,Running,True
1786759240,home-timeline-service,Running,True
1786759240,jaeger,Running,True
1786759240,media-frontend,Running,True
1786759240,media-memcached,Running,True
1786759240,media-mongodb,Running,True
1786759240,media-service,Running,True
1786759240,nginx-thrift,Running,True
1786759240,nginx-thrift,Running,True
1786759240,nginx-thrift,Running,True
1786759240,nginx-thrift,Running,True
1786759240,post-storage-memcached,Running,True
1786759240,post-storage-mongodb,Running,True
1786759240,post-storage-service,Running,True
1786759240,post-storage-service,Running,True
1786759240,post-storage-service,Running,True
1786759240,post-storage-service,Running,True
1786759240,post-storage-service,Running,True
1786759240,post-storage-service,Running,True
1786759240,post-storage-service,Running,True
1786759240,social-graph-mongodb,Running,True
1786759240,social-graph-redis,Running,True
1786759240,social-graph-service,Running,True
1786759240,text-service,Running,True
1786759240,unique-id-service,Running,True
1786759240,url-shorten-memcached,Running,True
1786759240,url-shorten-mongodb,Running,True
1786759240,url-shorten-service,Running,True
1786759240,user-memcached,Running,True
1786759240,user-mention-service,Running,True
1786759240,user-mongodb,Running,True
1786759240,user-service,Running,True
1786759240,user-timeline-mongodb,Running,True
1786759240,user-timeline-redis,Running,True
1786759240,user-timeline-service,Running,True
1786759240,user-timeline-service,Running,True
1786759241,compose-post-service,Running,True
1786759241,home-timeline-redis,Running,True
1786759241,home-timeline-service,Running,True
1786759241,home-timeline-service,Running,True
1786759241,jaeger,Running,True
1786759241,media-frontend,Running,True
1786759241,media-memcached,Running,True
1786759241,media-mongodb,Running,True
1786759241,media-service,Running,True
1786759241,nginx-thrift,Running,True
1786759241,nginx-thrift,Running,True
1786759241,nginx-thrift,Running,True
1786759241,nginx-thrift,Running,True
1786759241,post-storage-memcached,Running,True
1786759241,post-storage-mongodb,Running,True
1786759241,post-storage-service,Running,True
1786759241,post-storage-service,Running,True
1786759241,post-storage-service,Running,True
1786759241,post-storage-service,Running,True
1786759241,post-storage-service,Running,True
