index,timestamp,compose-post-service,home-timeline-redis,home-timeline-service,jaeger,media-frontend,media-memcached,media-mongodb,media-service,nginx-thrift,post-storage-memcached,post-storage-mongodb,post-storage-service,social-graph-mongodb,social-graph-redis,social-graph-service,text-service,unique-id-service,url-shorten-memcached,url-shorten-mongodb,url-shorten-service,user-memcached,user-mention-service,user-mongodb,user-service,user-timeline-mongodb,user-timeline-redis,user-timeline-service,total
0,1786759239,1,1,2,1,1,1,1,1,4,1,1,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,38
1,1786759240,1,1,2,1,1,1,1,1,4,1,1,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,38
2,1786759241,1,1,2,1,1,1,1,1,4,1,1,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,38
3,1786759242,1,1,2,1,1,1,1,1,4,1,1,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,38
4,1786759243,1,1,2,1,1,1,1,1,4,1,1,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,38
5,1786759244,1,1,2,1,1,1,1,1,4,1,1,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,38
6,1786759245,1,1,2,1,1,1,1,1,4,1,1,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,38
7,1786759246,1,1,2,1,1,1,1,1,4,1,1,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,38
8,1786759247,1,1,2,1,1,1,1,1,4,1,1,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,38
9,1786759248,1,1,2,1,1,1,1,1,4,1,1,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,38
10,1786759249,1,1,2,1,1,1,1,1,4,1,1,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,38
11,1786759250,1,1,2,1,1,1,1,1,4,1,1,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,38
12,1786759251,1,1,2,1,1,1,1,1,4,1,1,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,38
13,1786759252,1,1,2,1,1,1,1,1,4,1,1,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,38
14,1786759253,1,1,2,1,1,1,1,1,4,1,1,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,38
15,1786759254,1,1,3,1,1,1,1,1,4,1,1,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,39
16,1786759255,1,1,3,1,1,1,1,1,4,1,1,9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,41
17,1786759256,1,1,3,1,1,1,1,1,4,1,1,9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,41
18,1786759257,1,1,3,1,1,1,1,1,4,1,1,9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,41
19,1786759258,1,1,3,1,1,1,1,1,4,1,1,9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,41
20,1786759259,1,1,3,1,1,1,1,1,4,1,1,9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,41
21,1786759260,1,1,3,1,1,1,1,1,4,1,1,9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,41
22,1786759261,1,1,3,1,1,1,1,1,4,1,1,9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,41
23,1786759262,1,1,3,1,1,1,1,1,4,1,1,9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,41
24,1786759263,1,1,3,1,1,1,1,1,4,1,1,9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,41
25,1786759264,1,1,3,1,1,1,1,1,4,1,1,9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,41
26,1786759265,1,1,3,1,1,1,1,1,4,1,1,9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,41
27,1786759266,1,1,3,1,1,1,1,1,4,1,1,9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,41
28,1786759267,1,1,3,1,1,1,1,1,4,1,1,9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,41
29,1786759268,1,1,3,1,1,1,1,1,4,1,1,9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,41
30,1786759269,2,1,3,1,1,1,1,1,4,1,1,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,44
31,1786759270,2,1,3,1,1,1,1,1,4,1,1,11,1,1,1,1,1,1,1,1,1,2,1,1,1,1,3,46
32,1786759271,2,1,3,1,1,1,1,1,4,1,1,11,1,1,1,1,1,1,1,1,1,2,1,1,1,1,3,46
33,1786759272,2,1,3,1,1,1,1,1,4,1,1,11,1,1,1,1,1,1,1,1,1,2,1,1,1,1,3,46
34,1786759273,2,1,3,1,1,1,1,1,4,1,1,11,1,1,1,1,1,1,1,1,1,2,1,1,1,1,3,46
35,1786759274,2,1,3,1,1,1,1,1,4,1,1,11,1,1,1,1,1,1,1,1,1,2,1,1,1,1,3,46
36,1786759275,2,1,3,1,1,1,1,1,4,1,1,11,1,1,1,1,1,1,1,1,1,2,1,1,1,1,3,46
37,1786759276,2,1,3,1,1,1,1,1,4,1,1,11,1,1,1,1,1,1,1,1,1,2,1,1,1,1,3,46
38,1786759277,2,1,3,1,1,1,1,1,4,1,1,11,1,1,1,1,1,1,1,1,1,2,1,1,1,1,3,46
39,1786759278,2,1,3,1,1,1,1,1,4,1,1,11,1,1,1,1,1,1,1,1,1,2,1,1,1,1,3,46
40,1786759279,2,1,3,1,1,1,1,1,6,1,1,11,1,1,1,1,1,1,1,1,1,2,1,1,1,1,3,48
41,1786759280,2,1,3,1,1,1,1,1,6,1,1,11,1,1,1,1,1,1,1,1,1,2,1,1,1,1,3,48
42,1786759281,2,1,3,1,1,1,1,1,6,1,1,11,1,1,1,1,1,1,1,1,1,2,1,1,1,1,3,48
43,1786759282,2,1,3,1,1,1,1,1,6,1,1,11,1,1,1,1,1,1,1,1,1,2,1,1,1,1,3,48
44,1786759283,2,1,3,1,1,1,1,1,6,1,1,11,1,1,1,1,1,1,1,1,1,2,1,1,1,1,3,48
45,1786759284,2,1,5,1,1,1,1,1,6,1,1,11,1,1,1,1,1,1,1,1,1,2,1,1,1,1,3,50
46,1786759285,2,1,5,1,1,1,1,1,6,1,1,11,1,1,1,1,1,1,1,1,1,2,1,1,1,1,3,50
47,1786759286,2,1,5,1,1,1,1,1,6,1,1,11,1,1,1,1,1,1,1,1,1,2,1,1,1,1,3,50
48,1786759287,2,1,5,1,1,1,1,1,6,1,1,11,1,1,1,1,1,1,1,1,1,2,1,1,1,1,3,50
49,1786759288,2,1,5,1,1,1,1,1,6,1,1,11,1,1,1,1,1,1,1,1,1,2,1,1,1,1,3,50
50,1786759289,2,1,5,1,1,1,1,1,6,1,1,11,1,1,1,1,1,1,1,1,1,2,1,1,1,1,3,50
51,1786759290,2,1,5,1,1,1,1,1,6,1,1,11,1,1,1,1,1,1,1,1,1,2,1,1,1,1,3,50
52,1786759291,2,1,5,1,1,1,1,1,6,1,1,11,1,1,1,1,1,1,1,1,1,2,1,1,1,1,3,50
53,1786759292,2,1,5,1,1,1,1,1,6,1,1,11,1,1,1,1,1,1,1,1,1,2,1,1,1,1,3,50
54,1786759293,2,1,5,1,1,1,1,1,6,1,1,11,1,1,1,1,1,1,1,1,1,2,1,1,1,1,3,50
