index,timestamp,compose-post-service,home-timeline-redis,home-timeline-service,jaeger,media-frontend,media-service,memcached,mongodb-sharded-configsvr,mongodb-sharded-mongos,mongodb-sharded-shardsvr,nginx-thrift,post-storage-service,social-graph-redis,social-graph-service,social-network-mcrouter,text-service,unique-id-service,url-shorten-service,user-mention-service,user-service,user-timeline-redis,user-timeline-service,total,pending,notready
0,1789065137,1,1,1,1,1,1,6,1,3,6,10,3,1,1,3,1,1,1,1,1,1,1,47,0,0
1,1789065138,1,1,1,1,1,1,6,1,3,6,10,3,1,1,3,1,1,1,1,1,1,1,47,0,0
2,1789065139,1,1,1,1,1,1,6,1,3,6,10,3,1,1,3,1,1,1,1,1,1,1,47,0,0
3,1789065140,1,1,1,1,1,1,6,1,3,6,10,3,1,1,3,1,1,1,1,1,1,1,47,0,0
4,1789065141,1,1,1,1,1,1,6,1,3,6,10,3,1,1,3,1,1,1,1,1,1,1,47,0,0
5,1789065142,1,1,1,1,1,1,6,1,3,6,10,3,1,1,3,1,1,1,1,1,1,1,47,0,0
6,1789065143,1,1,1,1,1,1,6,1,3,6,10,3,1,1,3,1,1,1,1,1,1,1,47,0,0
7,1789065144,1,1,1,1,1,1,6,1,3,6,10,3,1,1,3,1,1,1,1,1,1,1,47,0,0
8,1789065145,1,1,1,1,1,1,6,1,3,6,10,3,1,1,3,1,1,1,1,1,1,1,47,0,0
9,1789065146,1,1,1,1,1,1,6,1,3,6,10,3,1,1,3,1,1,1,1,1,1,1,47,0,0
10,1789065147,1,1,1,1,1,1,6,1,3,6,10,3,1,1,3,1,1,1,1,1,1,1,47,0,0
11,1789065148,1,1,1,1,1,1,6,1,3,6,10,3,1,1,3,1,1,1,1,1,1,1,47,0,0
12,1789065149,1,1,1,1,1,1,6,1,3,6,10,3,1,1,3,1,1,1,1,1,1,1,47,0,0
13,1789065150,1,1,1,1,1,1,6,1,3,6,10,3,1,1,3,1,1,1,1,1,1,1,47,0,0
14,1789065151,1,1,1,1,1,1,6,1,3,6,10,3,1,1,3,1,1,1,1,1,1,1,47,0,0
15,1789065152,1,1,1,1,1,1,6,1,3,6,10,3,1,1,3,1,1,1,1,1,1,1,47,0,0
16,1789065153,1,1,1,1,1,1,6,1,3,6,10,3,1,1,3,1,1,1,1,1,1,1,47,0,0
17,1789065154,1,1,1,1,1,1,6,1,3,6,10,3,1,1,3,1,1,1,1,1,1,1,47,0,0
18,1789065155,1,1,1,1,1,1,6,1,3,6,10,3,1,1,3,1,1,1,1,1,1,1,47,0,0
19,1789065156,1,1,1,1,1,1,6,1,3,6,10,3,1,1,3,1,1,1,1,1,1,1,47,0,0
20,1789065157,1,1,1,1,1,1,6,1,3,6,10,3,1,1,3,1,1,1,1,1,1,1,47,0,0
