index,timestamp,compose-post-service,home-timeline-redis,home-timeline-service,jaeger,media-frontend,media-service,memcached,mongodb-sharded-configsvr,mongodb-sharded-mongos,mongodb-sharded-shardsvr,nginx-thrift,post-storage-service,social-graph-redis,social-graph-service,social-network-mcrouter,text-service,unique-id-service,url-shorten-service,user-mention-service,user-service,user-timeline-redis,user-timeline-service,total,pending,notready
0,1789064415,1,1,1,1,1,1,6,1,3,6,4,1,1,1,3,1,1,1,1,1,1,1,39,0,0
1,1789064416,1,1,1,1,1,1,6,1,3,6,4,1,1,1,3,1,1,1,1,1,1,1,39,0,0
2,1789064417,1,1,1,1,1,1,6,1,3,6,4,1,1,1,3,1,1,1,1,1,1,1,39,0,0
3,1789064418,1,1,1,1,1,1,6,1,3,6,4,1,1,1,3,1,1,1,1,1,1,1,39,0,0
4,1789064419,1,1,1,1,1,1,6,1,3,6,4,1,1,1,3,1,1,1,1,1,1,1,39,0,0
5,1789064420,1,1,1,1,1,1,6,1,3,6,4,1,1,1,3,1,1,1,1,1,1,1,39,0,0
6,1789064421,1,1,1,1,1,1,6,1,3,6,4,1,1,1,3,1,1,1,1,1,1,1,39,0,0
7,1789064422,1,1,1,1,1,1,6,1,3,6,4,1,1,1,3,1,1,1,1,1,1,1,39,0,0
8,1789064423,1,1,1,1,1,1,6,1,3,6,4,1,1,1,3,1,1,1,1,1,1,1,39,0,0
9,1789064424,1,1,1,1,1,1,6,1,3,6,4,1,1,1,3,1,1,1,1,1,1,1,39,0,0
10,1789064425,1,1,1,1,1,1,6,1,3,6,4,1,1,1,3,1,1,1,1,1,1,1,39,0,0
11,1789064426,1,1,1,1,1,1,6,1,3,6,4,1,1,1,3,1,1,1,1,1,1,1,39,0,0
12,1789064427,1,1,1,1,1,1,6,1,3,6,4,1,1,1,3,1,1,1,1,1,1,1,39,0,0
13,1789064428,1,1,1,1,1,1,6,1,3,6,4,1,1,1,3,1,1,1,1,1,1,1,39,0,0
14,1789064429,1,1,1,1,1,1,6,1,3,6,4,1,1,1,3,1,1,1,1,1,1,1,39,0,0
15,1789064430,1,1,1,1,1,1,6,1,3,6,4,1,1,1,3,1,1,1,1,1,1,1,39,0,0
16,1789064431,1,1,1,1,1,1,6,1,3,6,4,1,1,1,3,1,1,1,1,1,1,1,39,0,0
17,1789064432,1,1,1,1,1,1,6,1,3,6,4,1,1,1,3,1,1,1,1,1,1,1,39,0,0
18,1789064433,1,1,1,1,1,1,6,1,3,6,4,1,1,1,3,1,1,1,1,1,1,1,39,0,0
19,1789064434,1,1,1,1,1,1,6,1,3,6,4,1,1,1,3,1,1,1,1,1,1,1,39,0,0
20,1789064435,1,1,1,1,1,1,6,1,3,6,4,1,1,1,3,1,1,1,1,1,1,1,39,0,0
21,1789064436,1,1,1,1,1,1,6,1,3,6,4,1,1,1,3,1,1,1,1,1,1,1,39,0,0
22,1789064437,1,1,1,1,1,1,6,1,3,6,4,1,1,1,3,1,1,1,1,1,1,1,39,0,0
23,1789064438,1,1,1,1,1,1,6,1,3,6,4,1,1,1,3,1,1,1,1,1,1,1,39,0,0
24,1789064439,1,1,1,1,1,1,6,1,3,6,4,1,1,1,3,1,1,1,1,1,1,1,39,0,0
25,1789064440,1,1,1,1,1,1,6,1,3,6,4,1,1,1,3,1,1,1,1,1,1,1,39,0,0
26,1789064441,1,1,1,1,1,1,6,1,3,6,4,1,1,1,3,1,1,1,1,1,1,1,39,0,0
27,1789064442,1,1,1,1,1,1,6,1,3,6,4,1,1,1,3,1,1,1,1,1,1,1,39,0,0
28,1789064443,1,1,1,1,1,1,6,1,3,6,4,1,1,1,3,1,1,1,1,1,1,1,39,0,0
29,1789064444,1,1,1,1,1,1,6,1,3,6,4,1,1,1,3,1,1,1,1,1,1,1,39,0,0
30,1789064445,1,1,1,1,1,1,6,1,3,6,4,1,1,1,3,1,1,1,1,1,1,1,39,0,0
31,1789064446,1,1,1,1,1,1,6,1,3,6,4,1,1,1,3,1,1,1,1,1,1,1,39,0,0
32,1789064447,1,1,1,1,1,1,6,1,3,6,4,1,1,1,3,1,1,1,1,1,1,1,39,0,0
33,1789064448,1,1,1,1,1,1,6,1,3,6,4,1,1,1,3,1,1,1,1,1,1,1,39,0,0
34,1789064449,1,1,1,1,1,1,6,1,3,6,4,1,1,1,3,1,1,1,1,1,1,1,39,0,0
35,1789064450,1,1,1,1,1,1,6,1,3,6,4,1,1,1,3,1,1,1,1,1,1,1,39,0,0
36,1789064451,1,1,1,1,1,1,6,1,3,6,4,1,1,1,3,1,1,1,1,1,1,1,39,0,0
37,1789064452,1,1,1,1,1,1,6,1,3,6,4,1,1,1,3,1,1,1,1,1,1,1,39,0,0
38,1789064453,1,1,1,1,1,1,6,1,3,6,4,1,1,1,3,1,1,1,1,1,1,1,39,0,0
39,1789064454,1,1,1,1,1,1,6,1,3,6,4,1,1,1,3,1,1,1,1,1,1,1,39,0,0
40,1789064455,1,1,1,1,1,1,6,1,3,6,4,1,1,1,3,1,1,1,1,1,1,1,39,0,0
41,1789064456,1,1,1,1,1,1,6,1,3,6,4,1,1,1,3,1,1,1,1,1,1,1,39,2,0
42,1789064457,1,1,1,1,1,1,6,1,3,6,4,1,1,1,3,1,1,1,1,1,1,1,39,2,0
43,1789064458,1,1,1,1,1,1,6,1,3,6,4,1,1,1,3,1,1,1,1,1,1,1,39,2,0
44,1789064459,1,1,1,1,1,1,6,1,3,6,4,1,1,1,3,1,1,1,1,1,1,1,39,1,1
45,1789064460,1,1,1,1,1,1,6,1,3,6,4,1,1,1,3,1,1,1,1,1,1,1,39,1,1
46,1789064461,1,1,1,1,1,1,6,1,3,6,4,2,1,1,3,1,1,1,1,1,1,1,40,1,0
47,1789064462,1,1,1,1,1,1,6,1,3,6,4,2,1,1,3,1,1,1,1,1,1,1,40,1,0
48,1789064463,1,1,1,1,1,1,6,1,3,6,4,2,1,1,3,1,1,1,1,1,1,1,40,1,0
49,1789064464,1,1,1,1,1,1,6,1,3,6,4,2,1,1,3,1,1,1,1,1,1,1,40,1,0
50,1789064465,1,1,1,1,1,1,6,1,3,6,4,2,1,1,3,1,1,1,1,1,1,1,40,1,0
51,1789064466,1,1,1,1,1,1,6,1,3,6,4,2,1,1,3,1,1,1,1,1,1,1,40,1,0
52,1789064467,1,1,1,1,1,1,6,1,3,6,4,2,1,1,3,1,1,1,1,1,1,1,40,1,0
53,1789064468,1,1,1,1,1,1,6,1,3,6,4,2,1,1,3,1,1,1,1,1,1,1,40,1,0
54,1789064469,1,1,1,1,1,1,6,1,3,6,4,2,1,1,3,1,1,1,1,1,1,1,40,0,1
55,1789064470,1,1,1,1,1,1,6,1,3,6,4,2,1,1,3,1,1,1,1,1,1,1,40,0,1
56,1789064471,1,1,1,1,1,1,6,1,3,6,5,2,1,1,3,1,1,1,1,1,1,1,41,1,0
57,1789064472,1,1,1,1,1,1,6,1,3,6,5,2,1,1,3,1,1,1,1,1,1,1,41,1,0
58,1789064473,1,1,1,1,1,1,6,1,3,6,5,2,1,1,3,1,1,1,1,1,1,1,41,1,0
59,1789064474,1,1,1,1,1,1,6,1,3,6,5,2,1,1,3,1,1,1,1,1,1,1,41,1,0
60,1789064475,1,1,1,1,1,1,6,1,3,6,5,2,1,1,3,1,1,1,1,1,1,1,41,1,0
61,1789064476,1,1,1,1,1,1,6,1,3,6,5,2,1,1,3,1,1,1,1,1,1,1,41,1,0
62,1789064477,1,1,1,1,1,1,6,1,3,6,5,2,1,1,3,1,1,1,1,1,1,1,41,1,0
63,1789064478,1,1,1,1,1,1,6,1,3,6,5,2,1,1,3,1,1,1,1,1,1,1,41,1,0
64,1789064479,1,1,1,1,1,1,6,1,3,6,5,2,1,1,3,1,1,1,1,1,1,1,41,1,0
65,1789064480,1,1,1,1,1,1,6,1,3,6,5,2,1,1,3,1,1,1,1,1,1,1,41,1,0
66,1789064481,1,1,1,1,1,1,6,1,3,6,5,2,1,1,3,1,1,1,1,1,1,1,41,1,0
67,1789064482,1,1,1,1,1,1,6,1,3,6,5,2,1,1,3,1,1,1,1,1,1,1,41,1,0
68,1789064483,1,1,1,1,1,1,6,1,3,6,5,2,1,1,3,1,1,1,1,1,1,1,41,1,0
69,1789064484,1,1,1,1,1,1,6,1,3,6,5,2,1,1,3,1,1,1,1,1,1,1,41,0,1
70,1789064485,1,1,1,1,1,1,6,1,3,6,5,2,1,1,3,1,1,1,1,1,1,1,41,0,1
71,1789064486,1,1,1,1,1,1,6,1,3,6,6,2,1,1,3,1,1,1,1,1,1,1,42,0,0
72,1789064487,1,1,1,1,1,1,6,1,3,6,6,2,1,1,3,1,1,1,1,1,1,1,42,0,0
73,1789064488,1,1,1,1,1,1,6,1,3,6,6,2,1,1,3,1,1,1,1,1,1,1,42,0,0
74,1789064489,1,1,1,1,1,1,6,1,3,6,6,2,1,1,3,1,1,1,1,1,1,1,42,0,0
75,1789064490,1,1,1,1,1,1,6,1,3,6,6,2,1,1,3,1,1,1,1,1,1,1,42,0,0
76,1789064491,1,1,1,1,1,1,6,1,3,6,6,2,1,1,3,1,1,1,1,1,1,1,42,0,0
77,1789064492,1,1,1,1,1,1,6,1,3,6,6,2,1,1,3,1,1,1,1,1,1,1,42,0,0
78,1789064493,1,1,1,1,1,1,6,1,3,6,6,2,1,1,3,1,1,1,1,1,1,1,42,0,0
