index,timestamp,compose-post-service,home-timeline-redis,home-timeline-service,jaeger,media-frontend,media-service,memcached,mongodb-sharded-configsvr,mongodb-sharded-mongos,mongodb-sharded-shardsvr,nginx-thrift,post-storage-service,social-graph-redis,social-graph-service,social-network-mcrouter,text-service,unique-id-service,url-shorten-service,user-mention-service,user-service,user-timeline-redis,user-timeline-service,total,pending,notready
0,1789064897,1,1,1,1,1,1,6,1,3,6,7,2,1,1,3,1,1,1,1,1,1,1,43,0,0
1,1789064898,1,1,1,1,1,1,6,1,3,6,7,2,1,1,3,1,1,1,1,1,1,1,43,0,0
2,1789064899,1,1,1,1,1,1,6,1,3,6,7,2,1,1,3,1,1,1,1,1,1,1,43,0,0
3,1789064900,1,1,1,1,1,1,6,1,3,6,7,2,1,1,3,1,1,1,1,1,1,1,43,0,0
4,1789064901,1,1,1,1,1,1,6,1,3,6,7,2,1,1,3,1,1,1,1,1,1,1,43,0,0
5,1789064902,1,1,1,1,1,1,6,1,3,6,7,2,1,1,3,1,1,1,1,1,1,1,43,0,0
6,1789064903,1,1,1,1,1,1,6,1,3,6,7,2,1,1,3,1,1,1,1,1,1,1,43,0,0
7,1789064904,1,1,1,1,1,1,6,1,3,6,7,2,1,1,3,1,1,1,1,1,1,1,43,0,0
8,1789064905,1,1,1,1,1,1,6,1,3,6,7,2,1,1,3,1,1,1,1,1,1,1,43,0,0
9,1789064906,1,1,1,1,1,1,6,1,3,6,7,2,1,1,3,1,1,1,1,1,1,1,43,0,0
10,1789064907,1,1,1,1,1,1,6,1,3,6,7,2,1,1,3,1,1,1,1,1,1,1,43,1,0
11,1789064908,1,1,1,1,1,1,6,1,3,6,7,2,1,1,3,1,1,1,1,1,1,1,43,1,0
12,1789064909,1,1,1,1,1,1,6,1,3,6,7,2,1,1,3,1,1,1,1,1,1,1,43,1,0
13,1789064910,1,1,1,1,1,1,6,1,3,6,7,2,1,1,3,1,1,1,1,1,1,1,43,0,1
14,1789064911,1,1,1,1,1,1,6,1,3,6,7,2,1,1,3,1,1,1,1,1,1,1,43,0,1
15,1789064912,1,1,1,1,1,1,6,1,3,6,7,3,1,1,3,1,1,1,1,1,1,1,44,0,0
16,1789064913,1,1,1,1,1,1,6,1,3,6,7,3,1,1,3,1,1,1,1,1,1,1,44,0,0
17,1789064914,1,1,1,1,1,1,6,1,3,6,7,3,1,1,3,1,1,1,1,1,1,1,44,0,0
18,1789064915,1,1,1,1,1,1,6,1,3,6,7,3,1,1,3,1,1,1,1,1,1,1,44,0,0
19,1789064916,1,1,1,1,1,1,6,1,3,6,7,3,1,1,3,1,1,1,1,1,1,1,44,0,0
20,1789064917,1,1,1,1,1,1,6,1,3,6,7,3,1,1,3,1,1,1,1,1,1,1,44,0,0
21,1789064918,1,1,1,1,1,1,6,1,3,6,7,3,1,1,3,1,1,1,1,1,1,1,44,0,0
22,1789064919,1,1,1,1,1,1,6,1,3,6,7,3,1,1,3,1,1,1,1,1,1,1,44,0,0
23,1789064920,1,1,1,1,1,1,6,1,3,6,7,3,1,1,3,1,1,1,1,1,1,1,44,0,0
24,1789064921,1,1,1,1,1,1,6,1,3,6,7,3,1,1,3,1,1,1,1,1,1,1,44,0,0
25,1789064922,1,1,1,1,1,1,6,1,3,6,7,3,1,1,3,1,1,1,1,1,1,1,44,1,0
26,1789064923,1,1,1,1,1,1,6,1,3,6,7,3,1,1,3,1,1,1,1,1,1,1,44,1,0
27,1789064924,1,1,1,1,1,1,6,1,3,6,7,3,1,1,3,1,1,1,1,1,1,1,44,1,0
28,1789064925,1,1,1,1,1,1,6,1,3,6,7,3,1,1,3,1,1,1,1,1,1,1,44,1,0
29,1789064926,1,1,1,1,1,1,6,1,3,6,7,3,1,1,3,1,1,1,1,1,1,1,44,1,0
30,1789064927,1,1,1,1,1,1,6,1,3,6,7,3,1,1,3,1,1,1,1,1,1,1,44,1,0
31,1789064928,1,1,1,1,1,1,6,1,3,6,7,3,1,1,3,1,1,1,1,1,1,1,44,1,0
32,1789064929,1,1,1,1,1,1,6,1,3,6,7,3,1,1,3,1,1,1,1,1,1,1,44,1,0
33,1789064930,1,1,1,1,1,1,6,1,3,6,7,3,1,1,3,1,1,1,1,1,1,1,44,1,0
34,1789064931,1,1,1,1,1,1,6,1,3,6,7,3,1,1,3,1,1,1,1,1,1,1,44,1,0
35,1789064932,1,1,1,1,1,1,6,1,3,6,7,3,1,1,3,1,1,1,1,1,1,1,44,1,0
36,1789064933,1,1,1,1,1,1,6,1,3,6,7,3,1,1,3,1,1,1,1,1,1,1,44,1,0
37,1789064934,1,1,1,1,1,1,6,1,3,6,7,3,1,1,3,1,1,1,1,1,1,1,44,0,1
38,1789064935,1,1,1,1,1,1,6,1,3,6,7,3,1,1,3,1,1,1,1,1,1,1,44,0,1
39,1789064936,1,1,1,1,1,1,6,1,3,6,8,3,1,1,3,1,1,1,1,1,1,1,45,0,0
